Wavelength (nm),Schwarzes_Silizium,Wavelength (nm),Si_Waver,Wavelength (nm),Si_Waver_Matt,Wavelength (nm),Si_amorph,Wavelength (nm),Pyramide,Wavelength (nm),AR_Glanzend,Wavelength (nm),AR_Matt,
1602,38.19721603,1602,49.54381943,1602,47.80063248,1602,76.8658371,1602,24.48228836,1602,34.30565262,1602,27.96083641,
1601,38.19441986,1601,49.54397202,1601,47.79343033,1601,76.55771637,1601,24.47257996,1601,34.30116653,1601,27.96106339,
1600,38.19438934,1600,49.54598999,1600,47.79307938,1600,76.24494934,1600,24.48528671,1600,34.3001709,1600,27.96969986,
1599,38.18014145,1599,49.54568863,1599,47.78491974,1599,75.89412689,1599,24.47622681,1599,34.29483414,1599,27.95158958,
1598,38.19190598,1598,49.53071594,1598,47.78360748,1598,75.56516266,1598,24.48229408,1598,34.29538727,1598,27.94581413,
1597,38.17695236,1597,49.52635574,1597,47.77243805,1597,75.22881317,1597,24.472229,1597,34.29350662,1597,27.94505119,
1596,38.17184067,1596,49.52763748,1596,47.76835251,1596,74.89880371,1596,24.4738369,1596,34.29352951,1596,27.94644928,
1595,38.16789246,1595,49.51734924,1595,47.76939011,1595,74.53639984,1595,24.47118378,1595,34.29556274,1595,27.93956757,
1594,38.16880417,1594,49.52038956,1594,47.75557709,1594,74.21009064,1594,24.47697449,1594,34.30055618,1594,27.94177818,
1593,38.15859604,1593,49.52179337,1593,47.75849152,1593,73.84340668,1593,24.47509384,1593,34.29794693,1593,27.94689751,
1592,38.15947342,1592,49.5170784,1592,47.75528336,1592,73.47969818,1592,24.47424889,1592,34.29072189,1592,27.93775558,
1591,38.14562607,1591,49.51848984,1591,47.7506485,1591,73.11569977,1591,24.46485138,1591,34.28722382,1591,27.93980598,
1590,38.139431,1590,49.50995636,1590,47.73077393,1590,72.73210144,1590,24.46595192,1590,34.2784729,1590,27.91983223,
1589,38.12700272,1589,49.49979401,1589,47.72455215,1589,72.35034943,1589,24.4659729,1589,34.27618027,1589,27.92517281,
1588,38.1245079,1588,49.49589539,1588,47.71617889,1588,71.98661804,1588,24.47102737,1588,34.27533722,1588,27.9297142,
1587,38.13704681,1587,49.50018692,1587,47.72324371,1587,71.60068512,1587,24.47219467,1587,34.26415634,1587,27.92845154,
1586,38.12593842,1586,49.4956398,1586,47.72319031,1586,71.21533203,1586,24.47204208,1586,34.27985764,1586,27.92988777,
1585,38.11890411,1585,49.49367142,1585,47.70459366,1585,70.83264923,1585,24.47261429,1585,34.27357483,1585,27.91827011,
1584,38.11420059,1584,49.49314117,1584,47.70836639,1584,70.43260193,1584,24.4596653,1584,34.27753067,1584,27.90669441,
1583,38.10429764,1583,49.49478149,1583,47.70291519,1583,70.02718353,1583,24.46833611,1583,34.27092361,1583,27.92570305,
1582,38.09667969,1582,49.4891243,1582,47.69971466,1582,69.63464355,1582,24.48814011,1582,34.26519775,1582,27.92746353,
1581,38.09567261,1581,49.46472549,1581,47.68987274,1581,69.19059753,1581,24.47407532,1581,34.25657272,1581,27.9141655,
1580,38.09453201,1580,49.47806168,1580,47.69384384,1580,68.80407715,1580,24.47657776,1580,34.27106094,1580,27.91770172,
1579,38.08431244,1579,49.46738815,1579,47.68726349,1579,68.35546875,1579,24.4745903,1579,34.25563049,1579,27.91744423,
1578,38.07892227,1578,49.46033096,1578,47.685112,1578,67.95770264,1578,24.47449684,1578,34.26839066,1578,27.90664673,
1577,38.07973099,1577,49.4485054,1577,47.67008209,1577,67.50201416,1577,24.46642113,1577,34.25703812,1577,27.90447998,
1576,38.0658989,1576,49.45702362,1576,47.67410278,1576,67.07702637,1576,24.47615814,1576,34.26289368,1576,27.90327072,
1575,38.0606842,1575,49.45032501,1575,47.65738297,1575,66.64564514,1575,24.46532822,1575,34.25123215,1575,27.9050827,
1574,38.05871201,1574,49.45019913,1574,47.65835571,1574,66.21055603,1574,24.48972511,1574,34.25217819,1574,27.90208435,
1573,38.0716629,1573,49.45506668,1573,47.65076447,1573,65.76004028,1573,24.48547745,1573,34.24835205,1573,27.90539932,
1572,38.05852127,1572,49.44686508,1572,47.65845108,1572,65.31892395,1572,24.48624802,1572,34.26501083,1572,27.8888588,
1571,38.05942154,1571,49.45653534,1571,47.65673065,1571,64.86677551,1571,24.49038315,1571,34.24886322,1571,27.90200043,
1570,38.03943634,1570,49.42893219,1570,47.63130569,1570,64.39188385,1570,24.48886299,1570,34.24228287,1570,27.89188576,
1569,38.03353882,1569,49.42899704,1569,47.62822342,1569,63.91885757,1569,24.4899826,1569,34.23441696,1569,27.88881111,
1568,38.01729965,1568,49.41835022,1568,47.63014984,1568,63.45011139,1568,24.49523735,1568,34.22010422,1568,27.88307571,
1567,38.02082062,1567,49.42338943,1567,47.61574936,1567,62.95018005,1567,24.49466324,1567,34.22782135,1567,27.88148499,
1566,38.00832748,1566,49.41712952,1566,47.60350418,1566,62.49856949,1566,24.51019287,1566,34.23202133,1566,27.88352585,
1565,38.01414871,1565,49.41448593,1565,47.6070137,1565,62.01233292,1565,24.51052284,1565,34.21832657,1565,27.87307167,
1564,38.00650787,1564,49.41073227,1564,47.59038544,1564,61.53985214,1564,24.50904465,1564,34.22560883,1564,27.88302231,
1563,38.01346588,1563,49.41536331,1563,47.60479355,1563,61.05538559,1563,24.52078629,1563,34.22079849,1563,27.87966156,
1562,38.00545502,1562,49.42383575,1562,47.61150742,1562,60.55932617,1562,24.52652359,1562,34.23764038,1562,27.88259888,
1561,37.99897766,1561,49.40395355,1561,47.60202789,1561,60.05049515,1561,24.5264492,1561,34.22340012,1561,27.88054657,
1560,37.99103928,1560,49.4066124,1560,47.58756638,1560,59.54950333,1560,24.52604675,1560,34.21279144,1560,27.87500954,
1559,37.99186707,1559,49.4065094,1559,47.58508682,1559,59.05918503,1559,24.52463722,1559,34.2148819,1559,27.87061119,
1558,37.9728775,1558,49.39909744,1558,47.57448196,1558,58.56512833,1558,24.53422356,1558,34.21411133,1558,27.87167358,
1557,37.98018265,1557,49.3940773,1557,47.57410431,1557,58.03461838,1557,24.53141594,1557,34.21092224,1557,27.86370468,
1556,37.968647,1556,49.38601685,1556,47.56372452,1556,57.51841736,1556,24.5432415,1556,34.21096802,1556,27.85954475,
1555,37.96375275,1555,49.37755585,1555,47.56593323,1555,56.99187088,1555,24.54232407,1555,34.20900726,1555,27.86852646,
1554,37.95428467,1554,49.3756752,1554,47.5652771,1554,56.45445633,1554,24.54248047,1554,34.20230865,1554,27.85253906,
1553,37.95391464,1553,49.36967087,1553,47.554245,1553,55.9416008,1553,24.54975891,1553,34.21023178,1553,27.86339188,
1552,37.94158554,1552,49.35972977,1552,47.55475235,1552,55.40358353,1552,24.55677032,1552,34.19311905,1552,27.85582542,
1551,37.94327164,1551,49.36739349,1551,47.54718399,1551,54.88808823,1551,24.55089951,1551,34.18932724,1551,27.84721184,
1550,37.93552017,1550,49.34870529,1550,47.55148697,1550,54.35283279,1550,24.55659866,1550,34.1957016,1550,27.85628128,
1549,37.93990326,1549,49.36476898,1549,47.53380585,1549,53.79426575,1549,24.5522995,1549,34.18902588,1549,27.84401131,
1548,37.93938065,1548,49.36875534,1548,47.51831818,1548,53.24105453,1548,24.56249046,1548,34.19205475,1548,27.84822273,
1547,37.92562103,1547,49.36198044,1547,47.52594757,1547,52.69717407,1547,24.57216835,1547,34.19403839,1547,27.8483963,
1546,37.92056656,1546,49.35825729,1546,47.52669525,1546,52.14060593,1546,24.57266235,1546,34.18793106,1546,27.84486961,
1545,37.9185257,1545,49.35018539,1545,47.52395248,1545,51.57829666,1545,24.57974243,1545,34.18839645,1545,27.84569931,
1544,37.90295792,1544,49.34573364,1544,47.52388763,1544,51.03504181,1544,24.5818634,1544,34.1869278,1544,27.84276962,
1543,37.90517807,1543,49.3476181,1543,47.52598572,1543,50.45811462,1543,24.58145332,1543,34.19005585,1543,27.84218407,
1542,37.89538574,1542,49.33951569,1542,47.51781464,1542,49.88247299,1542,24.59191895,1542,34.1844368,1542,27.83991623,
1541,37.89721298,1541,49.34799194,1541,47.50721741,1541,49.31266785,1541,24.59047699,1541,34.18743896,1541,27.84027481,
1540,37.88789368,1540,49.33535385,1540,47.49951935,1540,48.74928665,1540,24.5854454,1540,34.18087769,1540,27.84526634,
1539,37.88261032,1539,49.33562469,1539,47.49101257,1539,48.17239761,1539,24.59479523,1539,34.17350769,1539,27.83615875,
1538,37.884758,1538,49.33855438,1538,47.50632858,1538,47.59355927,1538,24.60762215,1538,34.16720963,1538,27.83649254,
1537,37.86954117,1537,49.33382797,1537,47.48801422,1537,46.98814774,1537,24.60207367,1537,34.17446136,1537,27.83604622,
1536,37.88050079,1536,49.34499741,1536,47.50465012,1536,46.39406586,1536,24.60647774,1536,34.17477417,1536,27.83066368,
1535,37.84612274,1535,49.32304382,1535,47.47789383,1535,45.79049683,1535,24.60794449,1535,34.16994476,1535,27.82258606,
1534,37.85237885,1534,49.32805252,1534,47.48880386,1534,45.19646835,1534,24.61067009,1534,34.16726303,1534,27.83375168,
1533,37.8502655,1533,49.32459641,1533,47.47624969,1533,44.58778381,1533,24.59731674,1533,34.16321945,1533,27.83066368,
1532,37.83371735,1532,49.32984543,1532,47.47964859,1532,43.98841095,1532,24.61631966,1532,34.15908432,1532,27.8187027,
1531,37.83517075,1531,49.32974243,1531,47.45817947,1531,43.36192703,1531,24.60857582,1531,34.16431427,1531,27.81523514,
1530,37.83425522,1530,49.31571198,1530,47.4770813,1530,42.74436569,1530,24.61143112,1530,34.16106796,1530,27.81296349,
1529,37.82153702,1529,49.31204224,1529,47.44565582,1529,42.0979805,1529,24.61281967,1529,34.1578598,1529,27.81426048,
1528,37.82249451,1528,49.32290268,1528,47.46142197,1528,41.50041199,1528,24.61182594,1528,34.15509033,1528,27.80856705,
1527,37.81055832,1527,49.31975174,1527,47.45278168,1527,40.87409973,1527,24.62212372,1527,34.15775681,1527,27.81505585,
1526,37.80801773,1526,49.31282425,1526,47.46463013,1526,40.24641037,1526,24.61257172,1526,34.15682602,1526,27.81466866,
1525,37.79733658,1525,49.30656433,1525,47.44803238,1525,39.60882568,1525,24.62020683,1525,34.15465546,1525,27.8049202,
1524,37.79400253,1524,49.30057144,1524,47.4446373,1524,38.93590164,1524,24.60805321,1524,34.15260315,1524,27.81875992,
1523,37.78143692,1523,49.30350113,1523,47.4428978,1523,38.28515244,1523,24.61713028,1523,34.13955688,1523,27.81074142,
1522,37.78947067,1522,49.30369949,1522,47.43945694,1522,37.66034698,1522,24.61735344,1522,34.14941788,1522,27.80713654,
1521,37.7735672,1521,49.30400085,1521,47.43717575,1521,36.99939346,1521,24.60508347,1521,34.14385223,1521,27.80670738,
1520,37.77321625,1520,49.29338837,1520,47.43612289,1520,36.35194778,1520,24.60839081,1520,34.12891388,1520,27.80491638,
1519,37.76989365,1519,49.3102417,1519,47.44057465,1519,35.71446991,1519,24.61399651,1519,34.14306259,1519,27.81285858,
1518,37.74055099,1518,49.28253555,1518,47.41950226,1518,35.02285004,1518,24.60103226,1518,34.12588501,1518,27.79969215,
1517,37.75091934,1517,49.29285812,1517,47.41936111,1517,34.35353088,1517,24.60412407,1517,34.13833237,1517,27.8016777,
1516,37.73538971,1516,49.26660538,1516,47.40736771,1516,33.68659973,1516,24.5941124,1516,34.12296677,1516,27.79513931,
1515,37.73080826,1515,49.28056717,1515,47.42154312,1515,33.02462006,1515,24.59498024,1515,34.12903976,1515,27.79309082,
1514,37.71308136,1514,49.26796722,1514,47.39451599,1514,32.34451675,1514,24.59853363,1514,34.11994171,1514,27.79356194,
1513,37.71871948,1513,49.26992416,1513,47.40752411,1513,31.67348289,1513,24.59668159,1513,34.12261581,1513,27.78413963,
1512,37.72015381,1512,49.27984619,1512,47.38034058,1512,30.99852753,1512,24.58273125,1512,34.10993958,1512,27.77337074,
1511,37.70914841,1511,49.26768112,1511,47.40821838,1511,30.28412819,1511,24.58978653,1511,34.12844086,1511,27.78468132,
1510,37.71160126,1510,49.2771492,1510,47.42115021,1510,29.62268639,1510,24.5867424,1510,34.10367584,1510,27.79685593,
1509,37.69255447,1509,49.26884079,1509,47.3841362,1509,28.94872093,1509,24.57907486,1509,34.12471008,1509,27.77667046,
1508,37.69590378,1508,49.27917862,1508,47.3983345,1508,28.24905205,1508,24.58219528,1508,34.12154007,1508,27.78845787,
1507,37.68353271,1507,49.27885818,1507,47.39245605,1507,27.57944489,1507,24.56986237,1507,34.09717178,1507,27.78125191,
1506,37.68953323,1506,49.27700043,1506,47.39681244,1506,26.91005707,1506,24.57365036,1506,34.10762024,1506,27.79118347,
1505,37.68058395,1505,49.28246689,1505,47.40911484,1505,26.19227982,1505,24.56909943,1505,34.12324142,1505,27.79244232,
1504,37.67467117,1504,49.25831985,1504,47.39096069,1504,25.50517845,1504,24.57292175,1504,34.10507584,1504,27.78596878,
1503,37.65843582,1503,49.27741241,1503,47.38431168,1503,24.83348083,1503,24.57429695,1503,34.11714172,1503,27.78074074,
1502,37.6544075,1502,49.25725174,1502,47.37872696,1502,24.15082359,1502,24.55771637,1502,34.10827637,1502,27.78991127,
1501,37.65828323,1501,49.26992798,1501,47.38542557,1501,23.49279022,1501,24.56943893,1501,34.10503006,1501,27.78309822,
1500,37.63530731,1500,49.26066971,1500,47.377388,1500,22.8121109,1500,24.56222916,1500,34.10260773,1500,27.78101349,
1499,37.63865662,1499,49.26834869,1499,47.37531662,1499,22.14057541,1499,24.55190086,1499,34.09938049,1499,27.77188683,
1498,37.63102722,1498,49.25656509,1498,47.36927032,1498,21.45234871,1498,24.55213547,1498,34.09846878,1498,27.7755146,
1497,37.62771606,1497,49.24781036,1497,47.36391449,1497,20.80609322,1497,24.54741859,1497,34.09708023,1497,27.77271652,
1496,37.6068306,1496,49.24964142,1496,47.36182404,1496,20.15329742,1496,24.5512085,1496,34.08124924,1496,27.76638031,
1495,37.61526489,1495,49.2648201,1495,47.36636734,1495,19.50217819,1495,24.56195641,1495,34.09988403,1495,27.77700424,
1494,37.6078949,1494,49.25790405,1494,47.3611908,1494,18.86789131,1494,24.55442429,1494,34.09927368,1494,27.77090073,
1493,37.60459137,1493,49.25134659,1493,47.35760117,1493,18.23108292,1493,24.55508423,1493,34.08218384,1493,27.77028084,
1492,37.58832932,1492,49.25763321,1492,47.35710144,1492,17.59830475,1492,24.55062485,1492,34.09557724,1492,27.77325821,
1491,37.59804153,1491,49.25613785,1491,47.36657715,1491,16.97906494,1491,24.56114197,1491,34.09597397,1491,27.76601601,
1490,37.59585953,1490,49.24836349,1490,47.35760498,1490,16.39697647,1490,24.5495491,1490,34.0813446,1490,27.76167107,
1489,37.57575226,1489,49.24600983,1489,47.35010529,1489,15.8121767,1489,24.56045341,1489,34.08892822,1489,27.76391792,
1488,37.57308197,1488,49.24864578,1488,47.35163879,1488,15.21972752,1488,24.55688286,1488,34.07604599,1488,27.76305962,
1487,37.57400513,1487,49.25654984,1487,47.35597229,1487,14.66532326,1487,24.5549984,1487,34.08789063,1487,27.77137375,
1486,37.56624222,1486,49.24173355,1486,47.33958817,1486,14.10957527,1486,24.55597687,1486,34.08306122,1486,27.75885391,
1485,37.56343842,1485,49.25322723,1485,47.35152054,1485,13.57610989,1485,24.56323624,1485,34.07709122,1485,27.76527023,
1484,37.55897141,1484,49.25524139,1484,47.33653259,1484,13.05690861,1484,24.55842018,1484,34.08181381,1484,27.76841164,
1483,37.55440521,1483,49.23207092,1483,47.33551788,1483,12.56506252,1483,24.56471825,1483,34.07625198,1483,27.75497437,
1482,37.53779984,1482,49.23967361,1482,47.32880402,1482,12.08395004,1482,24.56967163,1482,34.07283783,1482,27.75310516,
1481,37.54524994,1481,49.22763443,1481,47.31381989,1481,11.61449528,1481,24.56973267,1481,34.08102036,1481,27.76171494,
1480,37.53089142,1480,49.2304306,1480,47.32772827,1480,11.17489624,1480,24.5702076,1480,34.07594299,1480,27.76537514,
1479,37.51514435,1479,49.23986053,1479,47.33097076,1479,10.75299263,1479,24.57345963,1479,34.05416489,1479,27.74800301,
1478,37.52148819,1478,49.21323776,1478,47.32942963,1478,10.36063194,1478,24.56591988,1478,34.06515503,1478,27.75190163,
1477,37.52392197,1477,49.22324371,1477,47.31440735,1477,9.990808487,1477,24.5814476,1477,34.06856537,1477,27.76117706,
1476,37.51857758,1476,49.24342728,1476,47.32105255,1476,9.649158478,1476,24.58714104,1476,34.05252838,1476,27.75133514,
1475,37.49782562,1475,49.24840546,1475,47.31866837,1475,9.336548805,1475,24.58960533,1475,34.06713486,1475,27.74881363,
1474,37.50177765,1474,49.2109375,1474,47.31936646,1474,9.033555031,1474,24.59416771,1474,34.0635643,1474,27.75902176,
1473,37.50265121,1473,49.24052811,1473,47.32435226,1473,8.763667107,1473,24.59778595,1473,34.0737915,1473,27.75450897,
1472,37.48387909,1472,49.22656631,1472,47.31377411,1472,8.543105125,1472,24.60814476,1472,34.06454468,1472,27.74037933,
1471,37.49531937,1471,49.2207489,1471,47.32066727,1471,8.321561813,1471,24.60631371,1471,34.05763626,1471,27.75296211,
1470,37.48095703,1470,49.23127365,1470,47.32329941,1470,8.161304474,1470,24.62455559,1470,34.06224442,1470,27.7586937,
1469,37.4691391,1469,49.22142792,1469,47.30315781,1469,8.02103138,1469,24.6116333,1469,34.05134201,1469,27.74620628,
1468,37.45764923,1468,49.22608948,1468,47.29832077,1468,7.908394814,1468,24.62866402,1468,34.05147934,1468,27.74753952,
1467,37.47593689,1467,49.23363113,1467,47.30432129,1467,7.836969852,1467,24.63484192,1467,34.05462646,1467,27.74951553,
1466,37.45189285,1466,49.22206879,1466,47.29011917,1466,7.80077076,1466,24.65152168,1466,34.04161453,1466,27.74118996,
1465,37.44911194,1465,49.22374344,1465,47.28966141,1465,7.800280094,1465,24.64520836,1465,34.04776001,1465,27.74404907,
1464,37.44153595,1464,49.21334839,1464,47.28862762,1464,7.827227592,1464,24.66725922,1464,34.04397202,1464,27.74440384,
1463,37.43761063,1463,49.21643829,1463,47.28842926,1463,7.895733356,1463,24.66545677,1463,34.03665543,1463,27.74721336,
1462,37.43014526,1462,49.20523071,1462,47.28525925,1462,7.995229244,1462,24.67905045,1462,34.04605865,1462,27.74129868,
1461,37.43664169,1461,49.21091461,1461,47.29011536,1461,8.136937141,1461,24.68698883,1461,34.03791809,1461,27.74625397,
1460,37.41563797,1460,49.20108032,1460,47.27569962,1460,8.314553261,1460,24.69483376,1460,34.03454208,1460,27.73701286,
1459,37.42591858,1459,49.22441101,1459,47.29153061,1459,8.524791718,1459,24.71043777,1459,34.04013062,1459,27.7515564,
1458,37.41294479,1458,49.18979645,1458,47.27019119,1458,8.752168655,1458,24.71614838,1458,34.03178024,1458,27.73591805,
1457,37.39181519,1457,49.19243622,1457,47.2589035,1457,9.051976204,1457,24.7199688,1457,34.03592682,1457,27.74254608,
1456,37.42266464,1456,49.21494293,1456,47.29359436,1456,9.358380318,1456,24.73867035,1456,34.04939651,1456,27.75009537,
1455,37.38631439,1455,49.19072342,1455,47.25950623,1455,9.720317841,1455,24.74298286,1455,34.03104782,1455,27.73593903,
1454,37.37610245,1454,49.18239594,1454,47.25152588,1454,10.10367489,1454,24.74518204,1454,34.02540207,1454,27.7301693,
1453,37.36639786,1453,49.16981506,1453,47.23747635,1453,10.5306282,1453,24.75746155,1453,34.01997757,1453,27.73867035,
1452,37.37279892,1452,49.16235733,1452,47.24764633,1452,10.9780035,1452,24.76398277,1452,34.01844788,1452,27.72842598,
1451,37.36211014,1451,49.16465378,1451,47.23303986,1451,11.47185707,1451,24.77638435,1451,34.0250206,1451,27.72941971,
1450,37.34745789,1450,49.16577148,1450,47.22771835,1450,12.00373554,1450,24.78426743,1450,34.00664902,1450,27.72828293,
1449,37.34223557,1449,49.16725922,1449,47.23060226,1449,12.55689716,1449,24.79998398,1449,34.01255798,1449,27.72303009,
1448,37.35169983,1448,49.1459465,1448,47.23767471,1448,13.1678257,1448,24.83204079,1448,34.01077652,1448,27.74113464,
1447,37.33750534,1447,49.15346909,1447,47.22703934,1447,13.80161476,1447,24.83115959,1447,34.01086044,1447,27.73509407,
1446,37.32873535,1446,49.14945221,1446,47.22686386,1446,14.44454193,1446,24.84301186,1446,34.0123291,1446,27.72863579,
1445,37.32921219,1445,49.16142273,1445,47.23610687,1445,15.12560368,1445,24.85499001,1445,34.00797272,1445,27.72717857,
1444,37.30224609,1444,49.15481567,1444,47.22825241,1444,15.83043289,1444,24.87545776,1444,34.00674438,1444,27.73591805,
1443,37.31671143,1443,49.15153122,1443,47.20344925,1443,16.5602951,1443,24.88911057,1443,34.00257492,1443,27.73323441,
1442,37.31476593,1442,49.15980148,1442,47.21561813,1442,17.34135628,1442,24.89197159,1442,33.99957275,1442,27.7070694,
1441,37.30593872,1441,49.07968903,1441,47.20882797,1441,18.1455555,1441,24.92114258,1441,34.01017761,1441,27.72387886,
1440,37.25662994,1440,49.1502037,1440,47.21596146,1440,18.94106293,1440,24.94352531,1440,34.00860214,1440,27.73596382,
1439,37.28298569,1439,49.13683701,1439,47.20986557,1439,19.76776314,1439,24.92612457,1439,33.93826294,1439,27.73260117,
1438,37.28597641,1438,49.14419174,1438,47.211689,1438,20.60755539,1438,24.9672718,1438,33.98839951,1438,27.73931885,
1437,37.278759,1437,49.13978195,1437,47.20947647,1437,21.45225334,1437,24.98628998,1437,33.98902893,1437,27.73696136,
1436,37.28667068,1436,49.14283371,1436,47.20825577,1436,22.37436104,1436,25.00783157,1436,33.99760818,1436,27.72955322,
1435,37.27489853,1435,49.12394714,1435,47.20059204,1435,23.26356697,1435,25.03299713,1435,34.00248718,1435,27.72374725,
1434,37.26586533,1434,49.1323967,1434,47.21107101,1434,24.16376686,1434,25.06095505,1434,34.00501251,1434,27.73266411,
1433,37.25352859,1433,49.11391449,1433,47.19079971,1433,25.09386444,1433,25.07607269,1433,33.99560165,1433,27.72544289,
1432,37.25209045,1432,49.11291122,1432,47.18920898,1432,26.01563072,1432,25.07463455,1432,33.96891785,1432,27.72399712,
1431,37.23937988,1431,49.10629272,1431,47.16939545,1431,26.94002342,1431,25.10305023,1431,33.97937012,1431,27.73133469,
1430,37.2487793,1430,49.12097931,1430,47.17942429,1430,27.90551567,1430,25.14366722,1430,33.9935112,1430,27.74152184,
1429,37.23665619,1429,49.09634018,1429,47.16667175,1429,28.87231064,1429,25.15725708,1429,33.97516251,1429,27.72686195,
1428,37.21312332,1428,49.08504105,1428,47.16027451,1428,29.80009842,1428,25.16824913,1428,33.96797943,1428,27.72306442,
1427,37.21391678,1427,49.074543,1427,47.14829254,1427,30.75417519,1427,25.20479202,1427,33.96679688,1427,27.72938347,
1426,37.22729874,1426,49.08807755,1426,47.16052246,1426,31.6999321,1426,25.22488213,1426,33.97003555,1426,27.71481514,
1425,37.20811081,1425,49.08070374,1425,47.15382004,1425,32.64922714,1425,25.24756241,1425,33.96353149,1425,27.72128677,
1424,37.19280243,1424,49.06109619,1424,47.14602661,1424,33.59568787,1424,25.26111603,1424,33.9557724,1424,27.71322441,
1423,37.18357468,1423,49.05325317,1423,47.13834763,1423,34.59264755,1423,25.29376793,1423,33.95527267,1423,27.72316933,
1422,37.18149948,1422,49.05687714,1422,47.12947464,1422,35.55519485,1422,25.31711769,1422,33.95082474,1422,27.72344017,
1421,37.18252945,1421,49.05090332,1421,47.12643814,1421,36.48045731,1421,25.34692574,1421,33.95858383,1421,27.70288658,
1420,37.17109299,1420,49.03569794,1420,47.11998367,1420,37.41447449,1420,25.36533546,1420,33.94500732,1420,27.70773506,
1419,37.16363525,1419,49.02893448,1419,47.11299133,1419,38.36019516,1419,25.39786339,1419,33.94874573,1419,27.71936607,
1418,37.15511703,1418,49.02008057,1418,47.10378647,1418,39.25138855,1418,25.43073845,1418,33.94428635,1418,27.71186256,
1417,37.14979172,1417,49.01853943,1417,47.09963989,1417,40.20043182,1417,25.45708656,1417,33.94856644,1417,27.71368408,
1416,37.14840317,1416,49.00319672,1416,47.0994339,1416,41.13300323,1416,25.49574661,1416,33.93894577,1416,27.70785713,
1415,37.13653564,1415,48.99586868,1415,47.09636688,1415,42.01763535,1415,25.51421738,1415,33.93532181,1415,27.70836258,
1414,37.13547134,1414,48.98445129,1414,47.07894516,1414,42.92375946,1414,25.54839325,1414,33.93296051,1414,27.7157402,
1413,37.1271286,1413,48.96978378,1413,47.06932068,1413,43.78613663,1413,25.57614708,1413,33.92889404,1413,27.70537376,
1412,37.129879,1412,48.97124481,1412,47.07525253,1412,44.66098404,1412,25.62056541,1412,33.94782639,1412,27.72912025,
1411,37.12019348,1411,48.96463394,1411,47.0761795,1411,45.53632736,1411,25.65268517,1411,33.93528748,1411,27.71100616,
1410,37.1269455,1410,48.9614296,1410,47.07569122,1410,46.41328049,1410,25.67910004,1410,33.93408203,1410,27.7171402,
1409,37.10590363,1409,48.94325256,1409,47.05816269,1409,47.23929214,1409,25.71217728,1409,33.92144394,1409,27.71445465,
1408,37.09804153,1408,48.94290161,1408,47.04496384,1408,48.05767441,1408,25.73108673,1408,33.92142487,1408,27.72021866,
1407,37.09820938,1407,48.92671967,1407,47.03206635,1407,48.87244797,1407,25.77375793,1407,33.91879272,1407,27.72286606,
1406,37.0888176,1406,48.9144516,1406,47.03192902,1406,49.66577148,1406,25.79976654,1406,33.91998672,1406,27.7160759,
1405,37.08916473,1405,48.91526413,1405,47.03259277,1405,50.47101974,1405,25.83600807,1405,33.92374802,1405,27.72020912,
1404,37.08698654,1404,48.90732956,1404,47.02214813,1404,51.26403427,1404,25.85687256,1404,33.92825317,1404,27.72005272,
1403,37.06725693,1403,48.88779068,1403,47.00965881,1403,52.04163742,1403,25.88642311,1403,33.91183853,1403,27.71281624,
1402,37.0749054,1402,48.88895035,1402,47.01876068,1402,52.80066299,1402,25.91096497,1402,33.92214966,1402,27.71373177,
1401,37.07038116,1401,48.87904358,1401,47.01305771,1401,53.5398941,1401,25.93548203,1401,33.92238617,1401,27.72174454,
1400,37.06422806,1400,48.88313293,1400,47.00072098,1400,54.2816391,1400,25.95400429,1400,33.90658188,1400,27.71688461,
1399,37.05113602,1399,48.87713242,1399,46.99126053,1399,54.9648056,1399,25.97720337,1399,33.89638519,1399,27.71618271,
1398,37.04380798,1398,48.86961746,1398,46.98500824,1398,55.69794083,1398,25.98955345,1398,33.90025711,1398,27.7166481,
1397,37.03552628,1397,48.84527206,1397,46.98059082,1397,56.38687515,1397,26.0076313,1397,33.88860703,1397,27.70519257,
1396,37.01615143,1396,48.82601929,1396,46.97023392,1396,57.02601624,1396,26.0242691,1396,33.89585495,1396,27.71422577,
1395,37.02747726,1395,48.83195877,1395,46.95148849,1395,57.66936111,1395,26.03952217,1395,33.88777542,1395,27.71089745,
1394,37.03623962,1394,48.83147812,1394,46.96456146,1394,58.29880905,1394,26.06822586,1394,33.89291382,1394,27.71357346,
1393,37.02420425,1393,48.81526184,1393,46.96133041,1393,58.90911102,1393,26.07657623,1393,33.90583801,1393,27.70384216,
1392,37.01273346,1392,48.81905746,1392,46.93995285,1392,59.51713181,1392,26.08244324,1392,33.88978195,1392,27.70751953,
1391,37.0206871,1391,48.81017303,1391,46.9458313,1391,60.14816284,1391,26.10124397,1391,33.89344025,1391,27.70957375,
1390,37.03039551,1390,48.81099319,1390,46.93694305,1390,60.73821259,1390,26.13990021,1390,33.90978241,1390,27.71389389,
1389,37.04425812,1389,48.8127594,1389,46.93730164,1389,61.33130646,1389,26.16324425,1389,33.89809036,1389,27.73098946,
1388,37.04053497,1388,48.79062653,1388,46.92213058,1388,61.92858887,1388,26.18234444,1388,33.90501022,1388,27.71807098,
1387,37.04335403,1387,48.82124329,1387,46.94086456,1387,62.52933121,1387,26.22459221,1387,33.90997696,1387,27.72322655,
1386,37.05720139,1386,48.84496307,1386,46.94037628,1386,63.11064529,1386,26.24225616,1386,33.90404129,1386,27.72909355,
