Wavelength (nm),Schwarzes_Silizium,Wavelength (nm),Si_Waver,Wavelength (nm),Si_Waver_Matt,Wavelength (nm),Si_amorph,Wavelength (nm),Pyramide,Wavelength (nm),AR_Glanzend,Wavelength (nm),AR_Matt,
726,8.105127335,726,36.84609985,726,32.11783981,726,15.19265366,726,17.21610832,726,6.749883175,726,7.770831108,
725,8.101402283,725,36.91526794,725,32.18130493,725,16.69932365,725,17.22652245,725,6.725305557,725,7.769183636,
724,8.092830658,724,36.9462471,724,32.1636734,724,18.67288971,724,17.20202065,724,6.714565277,724,7.799526215,
723,8.110347748,723,36.92478561,723,32.17749786,723,21.12840843,723,17.23157501,723,6.704663277,723,7.833609104,
722,8.088213921,722,36.91171646,722,32.12653351,722,23.90605545,722,17.23330688,722,6.686099529,722,7.832557678,
721,8.079440117,721,36.92569733,721,32.1787529,721,26.79059792,721,17.23983192,721,6.670590401,721,7.855373383,
720,8.061840057,720,36.98064804,720,32.16270447,720,29.84763336,720,17.23759842,720,6.642904758,720,7.855895042,
719,8.061434746,719,36.97216797,719,32.17581558,719,32.92617035,719,17.26256943,719,6.638343811,719,7.899587631,
718,8.039731979,718,36.9549408,718,32.18493271,718,35.87356567,718,17.23813438,718,6.609043598,718,7.934196472,
717,8.054919243,717,36.97229385,717,32.22375107,717,38.78681564,717,17.25923538,717,6.614219189,717,7.927515507,
716,8.042141914,716,37.01596069,716,32.20791245,716,41.5177536,716,17.29681396,716,6.587055206,716,7.959709167,
715,8.022325516,715,36.98696518,715,32.18296051,715,44.03055573,715,17.26507187,715,6.575984001,715,7.984405041,
714,8.034591675,714,37.05615234,714,32.22483444,714,46.39917755,714,17.28346634,714,6.561358452,714,8.010198593,
713,8.03869915,713,37.01222992,713,32.21914291,713,48.58549118,713,17.26101494,713,6.553286552,713,8.046991348,
712,8.007157326,712,37.0619278,712,32.2792511,712,50.50400925,712,17.28117371,712,6.53167963,712,8.064720154,
711,8.003892899,711,37.03347015,711,32.23211288,711,52.21955109,711,17.25380325,711,6.506568909,711,8.076475143,
710,8.01104641,710,37.05885315,710,32.24336624,710,53.72629929,710,17.28127098,710,6.505122185,710,8.086781502,
709,8.015216827,709,37.10946274,709,32.26116562,709,55.16812134,709,17.32266998,709,6.486059666,709,8.144441605,
708,7.996074677,708,37.06110001,708,32.29832077,708,56.30599213,708,17.29512787,708,6.48478508,708,8.152089119,
707,8.006421089,707,37.08729553,707,32.2707901,707,57.32365417,707,17.30230141,707,6.46655035,707,8.191440582,
706,7.986757755,706,37.08182526,706,32.25918579,706,58.12773895,706,17.29432106,706,6.46172142,706,8.208971024,
705,7.990958691,705,37.12535095,705,32.27945709,705,58.80097198,705,17.31015396,705,6.450701714,705,8.251859665,
704,7.970626831,704,37.15785599,704,32.26630783,704,59.34765244,704,17.32358551,704,6.436779499,704,8.272771835,
703,7.971717358,703,37.19052124,703,32.31799698,703,59.68505859,703,17.30366325,703,6.430911064,703,8.290683746,
702,7.976964951,702,37.1648941,702,32.32117081,702,59.87083435,702,17.2983017,702,6.418035984,702,8.299965858,
701,7.973392487,701,37.19462967,701,32.32032394,701,60.02830124,701,17.3336544,701,6.406877041,701,8.355460167,
700,7.968748569,700,37.17650986,700,32.29838562,700,59.89830017,700,17.34037209,700,6.397434235,700,8.376264572,
699,7.94590044,699,37.21425629,699,32.33036804,699,59.80406952,699,17.33580208,699,6.401744366,699,8.407444954,
698,7.951025486,698,37.2207489,698,32.34046173,698,59.42735672,698,17.33263206,698,6.386569977,698,8.434835434,
697,7.966781616,697,37.28084564,697,32.38202286,697,59.04812622,697,17.37095451,697,6.381618977,697,8.470423698,
696,7.964328766,696,37.23939514,696,32.38059235,696,58.45916367,696,17.36218643,696,6.359173298,696,8.488273621,
695,7.953818321,695,37.2626915,695,32.36218262,695,57.77838135,695,17.34747505,695,6.368091583,695,8.535633087,
694,7.939151764,694,37.26319504,694,32.36167908,694,56.89975739,694,17.36506462,694,6.337939739,694,8.551688194,
693,7.938896656,693,37.27266312,693,32.39233398,693,55.96996689,693,17.36615372,693,6.341448307,693,8.579866409,
692,7.942120552,692,37.31941223,692,32.41474152,692,54.92208481,692,17.38209152,692,6.34905386,692,8.616806984,
691,7.928751945,691,37.25710678,691,32.40434647,691,53.63902283,691,17.37108612,691,6.335378647,691,8.640411377,
690,7.919777393,690,37.28942871,690,32.42392731,690,52.2883606,690,17.40104485,690,6.330948353,690,8.681225777,
689,7.916471958,689,37.35454559,689,32.43342209,689,50.77137375,689,17.38577271,689,6.316085815,689,8.724660873,
688,7.906506062,688,37.32265854,688,32.40688705,688,49.18293762,688,17.38226318,688,6.317231178,688,8.740143776,
687,7.914108276,687,37.40288162,687,32.42166519,687,47.4152565,687,17.39780617,687,6.325528145,687,8.780477524,
686,7.915693283,686,37.37353134,686,32.44340897,686,45.50725937,686,17.40276909,686,6.322901726,686,8.80599308,
685,7.907846451,685,37.3920784,685,32.45359802,685,43.45545197,685,17.4056778,685,6.311805725,685,8.830759048,
684,7.890455246,684,37.37031937,684,32.45013809,684,41.25249863,684,17.386549,684,6.296548367,684,8.873118401,
683,7.896419525,683,37.41056061,683,32.47737885,683,39.0621109,683,17.42634583,683,6.315927982,683,8.933128357,
682,7.88669014,682,37.40094757,682,32.45204544,682,36.69255066,682,17.40853691,682,6.294968605,682,8.955745697,
681,7.884790897,681,37.42619324,681,32.46179581,681,34.30034637,681,17.42268944,681,6.303167343,681,8.980415344,
680,7.878036022,680,37.42435455,680,32.49589157,680,31.9872818,680,17.41069412,680,6.302501202,680,9.019496918,
679,7.876515388,679,37.46291351,679,32.50095749,679,29.65215683,679,17.42670059,679,6.290048599,679,9.061406136,
678,7.867377281,678,37.480793,678,32.49750137,678,27.49711227,678,17.43307304,678,6.294836044,678,9.092565536,
677,7.868356228,677,37.49291611,677,32.51454926,677,25.56042099,677,17.44298553,677,6.29253006,677,9.113492966,
676,7.859311104,676,37.51279831,676,32.52756882,676,23.88615799,676,17.45004845,676,6.297688961,676,9.169297218,
675,7.85544014,675,37.50541306,675,32.55069733,675,22.61941338,675,17.452631,675,6.300877571,675,9.206686974,
674,7.858436584,674,37.53330231,674,32.54069519,674,21.79259682,674,17.45253372,674,6.295945644,674,9.233188629,
673,7.848136902,673,37.57061005,673,32.54899597,673,21.46156502,673,17.47529411,673,6.305995464,673,9.281126022,
672,7.840857029,672,37.53224945,672,32.53991699,672,21.66959381,672,17.46150398,672,6.299222469,672,9.304151535,
671,7.836798668,671,37.54887009,671,32.53324127,671,22.41866302,671,17.46438789,671,6.29928112,671,9.364729881,
670,7.834377766,670,37.5943985,670,32.57006836,670,23.71974945,670,17.46954536,670,6.303902626,670,9.399195671,
669,7.833340168,669,37.58965302,669,32.5941658,669,25.45104027,669,17.48851395,669,6.3075037,669,9.434490204,
668,7.813705444,668,37.59470749,668,32.58228302,668,27.54214478,668,17.48117447,668,6.305738449,668,9.466698647,
667,7.811322689,667,37.62613678,667,32.60741043,667,29.95446587,667,17.48364639,667,6.310956001,667,9.503217697,
666,7.81501627,666,37.63323212,666,32.6337204,666,32.57902908,666,17.49215317,666,6.312660217,666,9.552037239,
665,7.811779499,665,37.66253281,665,32.60640335,665,35.28730774,665,17.49057198,665,6.312989235,665,9.594027519,
664,7.789624691,664,37.64676666,664,32.5848999,664,37.96947861,664,17.48110008,664,6.326514244,664,9.627192497,
663,7.801112652,663,37.68930817,663,32.60983276,663,40.69643784,663,17.49618721,663,6.330238819,663,9.682469368,
662,7.787468433,662,37.67884064,662,32.61375427,662,43.21972275,662,17.49365234,662,6.332789421,662,9.703879356,
661,7.785844803,661,37.70191193,661,32.62054443,661,45.56615829,661,17.4961586,661,6.34239912,661,9.765994072,
660,7.778438091,660,37.69623566,660,32.64680099,660,47.74006653,660,17.49223709,660,6.345968723,660,9.801366806,
659,7.765278339,659,37.71553421,659,32.66058731,659,49.68461227,659,17.50920486,659,6.355769157,659,9.843514442,
658,7.759474754,658,37.71876526,658,32.6652298,658,51.34166336,658,17.51263809,658,6.360803604,658,9.89338398,
657,7.762234688,657,37.74477005,657,32.64591217,657,52.75731659,657,17.51032257,657,6.373332977,657,9.932443619,
656,7.757504463,656,37.79144669,656,32.66349792,656,53.94790268,656,17.52215958,656,6.377387047,656,9.988686562,
655,7.756671429,655,37.80846024,655,32.69002914,655,54.79412079,655,17.51593399,655,6.392632961,655,10.02192307,
654,7.744141102,654,37.80022049,654,32.65996933,654,55.39167404,654,17.52417946,654,6.406182766,654,10.05559826,
653,7.753155231,653,37.84966278,653,32.71430969,653,55.7097435,653,17.53172684,653,6.418039799,653,10.11007977,
652,7.747033119,652,37.866436,652,32.70581436,652,55.75068665,652,17.54527855,652,6.428512096,652,10.16869926,
651,7.73504591,651,37.87534332,651,32.70972824,651,55.53647232,651,17.53416061,651,6.441601276,651,10.21241951,
650,7.743224621,650,37.87196732,650,32.70929337,650,55.00004959,650,17.54513931,650,6.453708649,650,10.25663185,
649,7.733230114,649,37.90752029,649,32.72734451,649,54.24440384,649,17.54133797,649,6.477627754,649,10.30368996,
648,7.739838123,648,37.90751648,648,32.73701096,648,53.20793915,648,17.54505348,648,6.487179756,648,10.3448019,
647,7.730707645,647,37.91820526,647,32.74901581,647,51.89440155,647,17.56013298,647,6.498173714,647,10.40470314,
646,7.73576355,646,37.93534851,646,32.75701523,646,50.32823563,646,17.5617485,646,6.52082777,646,10.4639082,
645,7.725982189,645,37.98706436,645,32.78944397,645,48.56127167,645,17.56760216,645,6.546786308,645,10.5104208,
644,7.732168674,644,37.99943161,644,32.78713226,644,46.53115463,644,17.57248497,644,6.559346676,644,10.56678963,
643,7.723780155,643,38.00963211,643,32.81225586,643,44.34243011,643,17.57482529,643,6.584285259,643,10.60838223,
642,7.725417614,642,38.02738953,642,32.81908417,642,41.9950676,642,17.58600235,642,6.603313446,642,10.66436195,
641,7.72858429,641,38.05229187,641,32.83013535,641,39.58296967,641,17.56575775,641,6.62458849,641,10.73386192,
640,7.728231907,640,38.06246567,640,32.83906174,640,37.19476318,640,17.59423447,640,6.648271561,640,10.78531456,
639,7.731480122,639,38.10157013,639,32.88966751,639,34.93927002,639,17.61354065,639,6.686138153,639,10.83986568,
638,7.728256226,638,38.1242485,638,32.87418365,638,32.83783722,638,17.60753632,638,6.704501152,638,10.89085579,
637,7.729955196,637,38.13817596,637,32.88956451,637,31.03884697,637,17.61200905,637,6.729394913,637,10.9494524,
636,7.73808527,636,38.15924835,636,32.90997314,636,29.67148399,636,17.62806129,636,6.762884617,636,11.01549721,
635,7.735191345,635,38.17755508,635,32.93206787,635,28.72382736,635,17.64116859,635,6.796202183,635,11.05293274,
634,7.731445789,634,38.21188736,634,32.91915131,634,28.29653358,634,17.64800453,634,6.831403732,634,11.12144089,
633,7.740033627,633,38.22193909,633,32.94707489,633,28.40756416,633,17.65893173,633,6.854906559,633,11.17442989,
632,7.737511635,632,38.24283981,632,32.97773743,632,28.9436512,632,17.66261292,632,6.879689693,632,11.2348938,
631,7.734844685,631,38.26692963,631,32.98804855,631,29.91371155,631,17.67128754,631,6.914488792,631,11.30483341,
630,7.743220806,630,38.30415344,630,33.0274086,630,31.23505783,630,17.67488098,630,6.941440582,630,11.34504032,
629,7.745548248,629,38.33411026,629,33.02916718,629,32.79987335,629,17.68728256,629,6.987315178,629,11.4157362,
628,7.744161129,628,38.33494186,628,33.05578995,628,34.50187302,628,17.69458008,628,7.023156643,628,11.48695469,
627,7.755263329,627,38.37503052,627,33.06151199,627,36.27660751,627,17.71400833,627,7.059698582,627,11.53598976,
626,7.741817951,626,38.34500122,626,33.08803177,626,38.0162468,626,17.72450638,626,7.091610909,626,11.60269737,
625,7.752065182,625,38.39539719,625,33.09291458,625,39.64313126,625,17.73076057,625,7.12801075,625,11.67218208,
624,7.760304451,624,38.44869232,624,33.11874008,624,41.17956924,624,17.75525475,624,7.167808056,624,11.73032188,
623,7.759850502,623,38.48274994,623,33.13280106,623,42.50508881,623,17.74899673,623,7.204323292,623,11.80480003,
622,7.756247997,622,38.45812607,622,33.1651268,622,43.63964462,622,17.75629234,622,7.239206314,622,11.86903381,
621,7.761239052,621,38.47434998,621,33.16614914,621,44.57072449,621,17.77607727,621,7.282082558,621,11.91643143,
620,7.765215874,620,38.53445435,620,33.21210098,620,45.30836105,620,17.78861046,620,7.33897686,620,11.9951849,
619,7.767181873,619,38.55421066,619,33.18731308,619,45.76836395,619,17.78242683,619,7.367814541,619,12.03700638,
618,7.762525082,618,38.58332443,618,33.23697281,618,46.03838348,618,17.79530334,618,7.415904045,618,12.11709499,
617,7.752981186,617,38.579422,617,33.22930145,617,46.07064819,617,17.81022072,617,7.449383259,617,12.1551857,
616,7.763809204,616,38.58356094,616,33.259758,616,45.96356201,616,17.81347275,616,7.497340202,616,12.23122025,
615,7.77329731,615,38.64290619,615,33.26449585,615,45.66034698,615,17.83058739,615,7.538212299,615,12.28438663,
614,7.75775528,614,38.65466309,614,33.2870369,614,45.16115189,614,17.84427643,614,7.575128078,614,12.36614037,
613,7.76078558,613,38.65575027,613,33.3237114,613,44.58013916,613,17.84916306,613,7.624094963,613,12.42670822,
612,7.760064125,612,38.69153214,612,33.32683945,612,43.87143326,612,17.85038948,612,7.666016579,612,12.49149704,
611,7.757368565,611,38.70727539,611,33.32372284,611,43.095047,611,17.85969734,611,7.709572315,611,12.54731083,
610,7.744242191,610,38.69990921,610,33.32520676,610,42.24926376,610,17.86325455,610,7.752406597,610,12.6140995,
609,7.745088577,609,38.7544899,609,33.32431793,609,41.44638062,609,17.88179779,609,7.799564362,609,12.67127228,
608,7.742052555,608,38.76432037,608,33.36791992,608,40.65042877,608,17.8785553,608,7.834135056,608,12.73223877,
607,7.744036674,607,38.77920914,607,33.37087631,607,39.93128586,607,17.88474846,607,7.889596939,607,12.79269409,
606,7.722529888,606,38.79806519,606,33.38687515,606,39.23175049,606,17.90800667,606,7.924049377,606,12.85902214,
605,7.715041161,605,38.80738449,605,33.402565,605,38.70728683,605,17.92110443,605,7.976122856,605,12.92883873,
604,7.711409092,604,38.810112,604,33.39289856,604,38.23165131,604,17.8937645,604,8.01823616,604,12.9775362,
603,7.715794563,603,38.82332611,603,33.40420532,603,37.97323227,603,17.91672325,603,8.066768646,603,13.04517651,
602,7.707596779,602,38.85760117,602,33.43546677,602,37.79983139,602,17.91941261,602,8.117323875,602,13.11577225,
601,7.710538864,601,38.89403534,601,33.45158386,601,37.77006912,601,17.93101692,601,8.173541069,601,13.17981625,
600,7.701228619,600,38.89480972,600,33.45070267,600,37.8263092,600,17.93614197,600,8.227459908,600,13.25072098,
599,7.696665287,599,38.89492035,599,33.47884369,599,37.94986725,599,17.93712044,599,8.278883934,599,13.3185463,
598,7.70244503,598,38.94563293,598,33.49855423,598,38.15769958,598,17.95302582,598,8.332560539,598,13.39056683,
597,7.704442978,597,38.95459747,597,33.48195267,597,38.48342133,597,17.94888496,597,8.386013985,597,13.45562363,
596,7.702095985,596,38.96791077,596,33.52875519,596,38.80130768,596,17.94873428,596,8.453602791,596,13.51998425,
595,7.717777729,595,39.04547882,595,33.54358292,595,39.14622879,595,17.97430038,595,8.511036873,595,13.61349106,
594,7.711373806,594,39.02835083,594,33.54488373,594,39.50862503,594,17.96463585,594,8.586023331,594,13.66709042,
593,7.72829628,593,39.07039642,593,33.55464172,593,39.84250641,593,17.97738838,593,8.639201164,593,13.74884701,
592,7.71707058,592,39.06037903,592,33.59594345,592,40.13899612,592,17.96688652,592,8.703025818,592,13.81392479,
591,7.729403019,591,39.11242676,591,33.59261322,591,40.47068024,591,17.97497749,591,8.769379616,591,13.90076733,
590,7.734311581,590,39.18571854,590,33.63882065,590,40.78908539,590,18.01423836,590,8.835382462,590,13.99776363,
589,7.730396271,589,39.19208908,589,33.64863586,589,41.00198364,589,17.99887466,589,8.903998375,589,14.03762436,
588,7.742117882,588,39.20909882,588,33.70060349,588,41.18373108,588,18.0058918,588,8.987736702,588,14.12783813,
587,7.74236393,587,39.24860001,587,33.72898865,587,41.37052155,587,18.01565742,587,9.046803474,587,14.20378971,
586,7.751351357,586,39.29542542,586,33.73003769,586,41.47373581,586,18.03587151,586,9.12321949,586,14.28579807,
585,7.750000954,585,39.32213974,585,33.78025436,585,41.5835495,585,18.03503609,585,9.209665298,585,14.36303425,
584,7.760631084,584,39.36201477,584,33.75874329,584,41.58098602,584,18.04922485,584,9.277955055,584,14.43011761,
583,7.773844242,583,39.36209488,583,33.81332016,583,41.64130783,583,18.06206894,583,9.355216026,583,14.52175236,
582,7.77534771,582,39.39742279,582,33.82890701,582,41.66204453,582,18.05814743,582,9.430749893,582,14.60167503,
581,7.779053688,581,39.46217346,581,33.87592316,581,41.65336609,581,18.0781517,581,9.517618179,581,14.69259834,
580,7.784453869,580,39.43537903,580,33.88790131,580,41.53555298,580,18.05945587,580,9.583167076,580,14.75416088,
579,7.772362232,579,39.47600937,579,33.87920761,579,41.5098381,579,18.08374596,579,9.666287422,579,14.83767509,
578,7.792702198,578,39.52474594,578,33.91133881,578,41.42650986,578,18.08479118,578,9.747046471,578,14.916399,
577,7.796497822,577,39.58449554,577,33.94987106,577,41.3619957,577,18.1143589,577,9.831903458,577,14.99775505,
576,7.794856071,576,39.63464355,576,34.00204086,576,41.28759766,576,18.09649086,576,9.918608665,576,15.05024433,
575,7.79223156,575,39.63961411,575,34.02371979,575,41.22125626,575,18.13180351,575,10.00158978,575,15.14588928,
574,7.806184292,574,39.64043427,574,34.02001953,574,41.14312363,574,18.13371849,574,10.0759716,574,15.21911049,
573,7.809960842,573,39.66440964,573,34.03800201,573,41.0529747,573,18.1364727,573,10.14588928,573,15.30865288,
572,7.808229446,572,39.73416138,572,34.07461166,572,41.00938416,572,18.15993309,572,10.23939514,572,15.38706112,
571,7.812166214,571,39.75532532,571,34.09653091,571,40.99210739,571,18.14723396,571,10.34300709,571,15.46367741,
570,7.807443142,570,39.7462616,570,34.10860443,570,40.97808456,570,18.17281532,570,10.41355991,570,15.56836319,
569,7.814331532,569,39.79472351,569,34.16900253,569,40.9644165,569,18.1572113,569,10.50616264,569,15.6218338,
568,7.810288429,568,39.8434906,568,34.16789627,568,40.99540329,568,18.1679821,568,10.59947968,568,15.70275688,
567,7.8279562,567,39.84148026,567,34.19083786,567,41.02761841,567,18.18425751,567,10.68397808,567,15.78318596,
566,7.815068245,566,39.85964203,566,34.18021393,566,41.10923767,566,18.20168877,566,10.78791142,566,15.87129784,
565,7.818440437,565,39.96373367,565,34.23752975,565,41.15111542,565,18.19848251,565,10.8678484,565,15.94010735,
564,7.829212189,564,39.94273758,564,34.25215912,564,41.23094177,564,18.22218132,564,10.96688938,564,16.02069664,
563,7.840731621,563,39.97551346,563,34.28701019,563,41.30922318,563,18.22128677,563,11.05721474,563,16.09701157,
562,7.834535599,562,39.98130798,562,34.32338715,562,41.40137482,562,18.23518372,562,11.17178345,562,16.17964172,
561,7.819974422,561,39.99716949,561,34.30000305,561,41.48396683,561,18.2229538,561,11.24039173,561,16.27434921,
560,7.83516407,560,40.02038193,560,34.33931351,560,41.56133652,560,18.22210503,560,11.33761883,560,16.34509659,
559,7.819300652,559,40.06800842,559,34.32778549,559,41.61536026,559,18.23971558,559,11.42849445,559,16.42978287,
558,7.833439827,558,40.11424637,558,34.39851761,558,41.73171997,558,18.26869965,558,11.5545969,558,16.50937271,
557,7.841823101,557,40.15748596,557,34.39283752,557,41.74365234,557,18.24468613,557,11.65459347,557,16.5814724,
556,7.836908817,556,40.18239975,556,34.46303177,556,41.83520126,556,18.26646614,556,11.76854706,556,16.68103409,
555,7.847869396,555,40.19340515,555,34.45812988,555,41.8260498,555,18.27108192,555,11.8358326,555,16.72913361,
554,7.83893919,554,40.22468185,554,34.49982452,554,41.87097168,554,18.28378296,554,11.95042133,554,16.80717659,
553,7.831999779,553,40.23420334,553,34.48799896,553,41.88167953,553,18.29648209,553,12.04958057,553,16.89378166,
552,7.841687679,552,40.33737564,552,34.52302933,552,41.90404129,552,18.2994175,552,12.1739502,552,16.98626518,
551,7.850619316,551,40.33576202,551,34.58115005,551,41.94625473,551,18.29421234,551,12.2771349,551,17.05699539,
550,7.853012562,550,40.35004807,550,34.57136917,550,41.90487289,550,18.31988716,550,12.3774786,550,17.15293694,
549,7.849854469,549,40.38368988,549,34.58306885,549,41.90782166,549,18.32089615,549,12.50852489,549,17.241045,
548,7.854594231,548,40.39252472,548,34.64896393,548,41.89957809,548,18.3147583,548,12.61399269,548,17.29771423,
547,7.86040926,547,40.49790192,547,34.66389465,547,41.9932251,547,18.35536003,547,12.71499062,547,17.41071129,
546,7.861690998,546,40.4955101,546,34.67459869,546,41.95934677,546,18.34282303,546,12.82706547,546,17.49074554,
545,7.85723114,545,40.50153351,545,34.70718384,545,41.96776962,545,18.34972572,545,12.95337391,545,17.55687141,
544,7.869656563,544,40.584095,544,34.7602005,544,41.99241638,544,18.35826683,544,13.07844543,544,17.64927864,
543,7.873838425,543,40.57392502,543,34.74936295,543,42.00262833,543,18.36967659,543,13.1934967,543,17.72710419,
542,7.872570515,542,40.60598755,542,34.793396,542,42.06660843,542,18.36804581,542,13.30236912,542,17.8145504,
541,7.88146925,541,40.66356277,541,34.83721542,541,42.11279678,541,18.37866211,541,13.42149258,541,17.88354874,
540,7.880896568,540,40.7142601,540,34.85929489,540,42.17050171,540,18.39315224,540,13.5497179,540,17.98054695,
539,7.877549648,539,40.7509079,539,34.88395691,539,42.22260284,539,18.4000206,539,13.67329216,539,18.07996941,
538,7.879502296,538,40.70929718,538,34.91485977,538,42.20359421,538,18.39491272,538,13.79351616,538,18.12567329,
537,7.878397465,537,40.81100082,537,34.93287659,537,42.22683334,537,18.38946152,537,13.8926506,537,18.21972847,
536,7.877156734,536,40.80073547,536,34.97439575,536,42.26684952,536,18.39224815,536,14.03707886,536,18.28737259,
535,7.885155678,535,40.87532806,535,34.96092987,535,42.32693481,535,18.40042114,535,14.15148926,535,18.35271263,
534,7.877644062,534,40.91423035,534,35.00397491,534,42.36200333,534,18.42441368,534,14.2906208,534,18.45667267,
533,7.891363621,533,40.95269012,533,35.06982803,533,42.38261414,533,18.42933464,533,14.42617798,533,18.54410934,
532,7.889498711,532,40.96232605,532,35.0923996,532,42.42868423,532,18.42497063,532,14.5554142,532,18.62090302,
531,7.884554386,531,41.00116348,531,35.09469604,531,42.47125244,531,18.43824768,531,14.68318844,531,18.72660065,
530,7.898654938,530,41.03804779,530,35.13758469,530,42.50148773,530,18.45086861,530,14.80954456,530,18.78912354,
529,7.903151035,529,41.04862595,529,35.15946198,529,42.53392029,529,18.44515419,529,14.94044971,529,18.85540581,
528,7.896271229,528,41.11227417,528,35.20426178,528,42.54269409,528,18.44096184,528,15.0801506,528,18.93769073,
527,7.909364223,527,41.18987274,527,35.22529602,527,42.59202957,527,18.44995689,527,15.22674751,527,19.04512787,
526,7.910235405,526,41.19680405,526,35.25447083,526,42.61635971,526,18.45832443,526,15.34422493,526,19.12041092,
525,7.915130138,525,41.26147461,525,35.30991745,525,42.68097687,525,18.47109413,525,15.50168133,525,19.2380085,
524,7.913496971,524,41.28643799,524,35.33214188,524,42.69443893,524,18.46880341,524,15.62391472,524,19.29508209,
523,7.924420357,523,41.35774231,523,35.39263916,523,42.73390198,523,18.48537827,523,15.77817059,523,19.36988449,
522,7.929409981,522,41.41083527,522,35.42427826,522,42.76712418,522,18.47755051,522,15.92791271,522,19.44707108,
521,7.928793907,521,41.4535408,521,35.45375443,521,42.80105972,521,18.49575996,521,16.06989479,521,19.52114868,
520,7.923199177,520,41.41428757,520,35.45830917,520,42.84676743,520,18.49699402,520,16.19562149,520,19.60679626,
519,7.937333107,519,41.4575119,519,35.47346115,519,42.85627365,519,18.47962189,519,16.35490417,519,19.69783974,
518,7.943080902,518,41.5396843,518,35.55727386,518,42.93160629,518,18.49811363,518,16.50016022,518,19.79092789,
517,7.945474148,517,41.58236694,517,35.5522728,517,42.92443848,517,18.50410843,517,16.63314247,517,19.85412598,
516,7.940772057,516,41.60603714,516,35.62704468,516,42.92445755,516,18.52111435,516,16.80200768,516,19.95276833,
515,7.953622341,515,41.66376877,515,35.65266418,515,43.0260849,515,18.52425766,515,16.96029472,515,20.02772713,
514,7.947339058,514,41.68434906,514,35.69020844,514,43.04496002,514,18.53632736,514,17.09095001,514,20.11716652,
513,7.959731579,513,41.73886108,513,35.72647095,513,43.04878235,513,18.54748344,513,17.23854446,513,20.18231583,
512,7.955007076,512,41.79091644,512,35.75358963,512,43.08060837,512,18.55260277,512,17.41106415,512,20.24978256,
511,7.969591141,511,41.84845352,511,35.79106522,511,43.14612579,511,18.54355049,511,17.55545044,511,20.35720444,
510,7.968947411,510,41.88050461,510,35.820755,510,43.21334076,510,18.56772232,510,17.7336731,510,20.4136467,
509,7.967347145,509,41.90824509,509,35.86001587,509,43.20620346,509,18.55439186,509,17.88363838,509,20.50466347,
508,7.984570503,508,41.96471786,508,35.90900421,508,43.22635269,508,18.5795517,508,18.03707123,508,20.58502197,
507,7.983819962,507,42.05156708,507,35.93933487,507,43.29364395,507,18.56235504,507,18.19236755,507,20.65314293,
506,7.987040997,506,42.0593071,506,36.00621033,506,43.31983948,506,18.56903076,506,18.36475372,506,20.73562622,
505,7.990402222,505,42.13367844,505,36.03016281,505,43.36560059,505,18.58697891,505,18.53985023,505,20.81002426,
504,7.997964382,504,42.17942429,504,36.05955124,504,43.40573883,504,18.58421135,504,18.70874977,504,20.9005394,
503,7.998463631,503,42.19472504,503,36.11253357,503,43.41555405,503,18.59148216,503,18.86274338,503,20.97648048,
502,8.001011848,502,42.26311874,502,36.1578598,502,43.50087738,502,18.62573433,502,19.03007698,502,21.06881523,
501,8.009314537,501,42.31311035,501,36.21464539,501,43.49259186,501,18.59872627,501,19.20617485,501,21.13015938,
500,8.014194489,500,42.38781357,500,36.25218964,500,43.52396011,500,18.58440781,500,19.36763,500,21.21588516,
499,8.020208359,499,42.39639664,499,36.28054047,499,43.55041504,499,18.60620117,499,19.53804016,499,21.28295326,
498,8.027428627,498,42.47390747,498,36.32256317,498,43.58152008,498,18.63171387,498,19.73950577,498,21.3658886,
497,8.026975632,497,42.56108856,497,36.38604736,497,43.66587067,497,18.65472794,497,19.89802933,497,21.44864082,
496,8.035085678,496,42.59431076,496,36.41947937,496,43.69272614,496,18.62851143,496,20.06928253,496,21.52856445,
495,8.044108391,495,42.65265274,495,36.47966003,495,43.75767517,495,18.65764427,495,20.24511719,495,21.60332489,
494,8.041845322,494,42.7155838,494,36.53480148,494,43.76955795,494,18.65871048,494,20.42353058,494,21.67252541,
493,8.041505814,493,42.78645325,493,36.6013031,493,43.79797745,493,18.6685257,493,20.59677505,493,21.74900436,
492,8.048855782,492,42.79539108,492,36.60134506,492,43.81785965,492,18.66378593,492,20.75758934,492,21.80684662,
491,8.065631866,491,42.85326385,491,36.66889572,491,43.89307404,491,18.68526077,491,20.9549942,491,21.90041924,
490,8.063668251,490,42.94313049,490,36.75029755,490,43.93847656,490,18.67988777,490,21.13662148,490,21.98129654,
489,8.061164856,489,42.96570587,489,36.75520325,489,43.95307541,489,18.67989731,489,21.32305717,489,22.03905487,
488,8.085251808,488,43.04873276,488,36.79988861,488,44.01731873,488,18.69243622,488,21.51934052,488,22.12503433,
487,8.087244987,487,43.1053772,487,36.84516907,487,44.03524017,487,18.69168854,487,21.69115829,487,22.17886925,
486,8.077943802,486,43.11943817,486,36.89480591,486,44.06038284,486,18.72407722,486,21.8810463,486,22.27296829,
485,8.094432831,485,43.22558212,485,36.98921204,485,44.15158463,485,18.71687126,485,22.08712959,485,22.3521862,
484,8.07965374,484,43.26964188,484,36.97079468,484,44.13921356,484,18.71170807,484,22.24940681,484,22.38903427,
