Single
3648
Scan 0,   
1550, 68.0
1551, 59.0
1552, 64.0
1553, 67.0
1554, 67.0
1555, 63.0
1556, 68.0
1557, 67.0
1558, 68.0
1559, 69.0
1560, 63.0
1561, 73.0
1562, 69.0
1563, 68.0
1564, 69.0
1565, 68.0
1566, 69.0
1567, 65.0
1568, 70.0
1569, 68.0
1570, 70.0
1571, 70.0
1572, 65.0
1573, 71.0
1574, 66.0
1575, 69.0
1576, 66.0
1577, 73.0
1578, 67.0
1579, 67.0
1580, 74.0
1581, 67.0
1582, 72.0
1583, 70.0
1584, 70.0
1585, 67.0
1586, 65.0
1587, 67.0
1588, 68.0
1589, 68.0
1590, 69.0
1591, 70.0
1592, 68.0
1593, 69.0
1594, 70.0
1595, 63.0
1596, 71.0
1597, 66.0
1598, 68.0
1599, 70.0
1600, 67.0
1601, 67.0
1602, 69.0
1603, 68.0
1604, 69.0
1605, 73.0
1606, 71.0
1607, 74.0
1608, 73.0
1609, 69.0
1610, 61.0
1611, 70.0
1612, 65.0
1613, 67.0
1614, 69.0
1615, 70.0
1616, 73.0
1617, 72.0
1618, 70.0
1619, 72.0
1620, 70.0
1621, 70.0
1622, 73.0
1623, 67.0
1624, 75.0
1625, 70.0
1626, 70.0
1627, 73.0
1628, 69.0
1629, 74.0
1630, 67.0
1631, 71.0
1632, 72.0
1633, 69.0
1634, 73.0
1635, 67.0
1636, 69.0
1637, 67.0
1638, 69.0
1639, 72.0
1640, 74.0
1641, 69.0
1642, 73.0
1643, 75.0
1644, 79.0
1645, 73.0
1646, 72.0
1647, 75.0
1648, 72.0
1649, 71.0
1650, 76.0
1651, 75.0
1652, 76.0
1653, 75.0
1654, 71.0
1655, 74.0
1656, 70.0
1657, 77.0
1658, 72.0
1659, 67.0
1660, 76.0
1661, 76.0
1662, 71.0
1663, 74.0
1664, 75.0
1665, 72.0
1666, 74.0
1667, 76.0
1668, 75.0
1669, 76.0
1670, 77.0
1671, 77.0
1672, 73.0
1673, 78.0
1674, 76.0
1675, 75.0
1676, 80.0
1677, 78.0
1678, 78.0
1679, 73.0
1680, 76.0
1681, 76.0
1682, 78.0
1683, 75.0
1684, 77.0
1685, 80.0
1686, 77.0
1687, 81.0
1688, 82.0
1689, 81.0
1690, 80.0
1691, 78.0
1692, 78.0
1693, 78.0
1694, 80.0
1695, 82.0
1696, 79.0
1697, 78.0
1698, 80.0
1699, 80.0
1700, 79.0
1701, 81.0
1702, 82.0
1703, 86.0
1704, 81.0
1705, 79.0
1706, 78.0
1707, 78.0
1708, 82.0
1709, 82.0
1710, 81.0
1711, 84.0
1712, 84.0
1713, 82.0
1714, 87.0
1715, 83.0
1716, 83.0
1717, 84.0
1718, 79.0
1719, 88.0
1720, 88.0
1721, 85.0
1722, 86.0
1723, 86.0
1724, 84.0
1725, 89.0
1726, 88.0
1727, 87.0
1728, 85.0
1729, 84.0
1730, 89.0
1731, 86.0
1732, 91.0
1733, 91.0
1734, 87.0
1735, 84.0
1736, 91.0
1737, 96.0
1738, 85.0
1739, 93.0
1740, 91.0
1741, 88.0
1742, 90.0
1743, 93.0
1744, 93.0
1745, 96.0
1746, 89.0
1747, 92.0
1748, 93.0
1749, 95.0
1750, 95.0
1751, 94.0
1752, 96.0
1753, 96.0
1754, 98.0
1755, 95.0
1756, 96.0
1757, 94.0
1758, 94.0
1759, 95.0
1760, 93.0
1761, 92.0
1762, 95.0
1763, 95.0
1764, 91.0
1765, 95.0
1766, 99.0
1767, 98.0
1768, 96.0
1769, 98.0
1770, 99.0
1771,107.0
1772,100.0
1773,110.0
1774,105.0
1775,109.0
1776,109.0
1777,108.0
1778,109.0
1779,107.0
1780,111.0
1781,117.0
1782,109.0
1783,109.0
1784,114.0
1785,117.0
1786,114.0
1787,116.0
1788,115.0
1789,116.0
1790,116.0
1791,121.0
1792,119.0
1793,121.0
1794,118.0
1795,114.0
1796,123.0
1797,124.0
1798,124.0
1799,120.0
1800,124.0
1801,127.0
1802,127.0
1803,131.0
1804,125.0
1805,130.0
1806,130.0
1807,128.0
1808,127.0
1809,133.0
1810,134.0
1811,138.0
1812,132.0
1813,141.0
1814,137.0
1815,135.0
1816,139.0
1817,141.0
1818,145.0
1819,139.0
1820,142.0
1821,142.0
1822,143.0
1823,147.0
1824,159.0
1825,150.0
1826,150.0
1827,152.0
1828,158.0
1829,151.0
1830,153.0
1831,150.0
1832,154.0
1833,158.0
1834,159.0
1835,163.0
1836,162.0
1837,158.0
1838,162.0
1839,168.0
1840,169.0
1841,167.0
1842,162.0
1843,167.0
1844,163.0
1845,166.0
1846,168.0
1847,162.0
1848,170.0
1849,170.0
1850,169.0
1851,166.0
1852,178.0
1853,181.0
1854,190.0
1855,191.0
1856,186.0
1857,191.0
1858,189.0
1859,191.0
1860,191.0
1861,201.0
1862,194.0
1863,202.0
1864,200.0
1865,205.0
1866,205.0
1867,208.0
1868,204.0
1869,215.0
1870,206.0
1871,212.0
1872,216.0
1873,203.0
1874,207.0
1875,210.0
1876,220.0
1877,217.0
1878,219.0
