Single
3648
Scan 0,   
365, 73.0
366, 75.0
367, 73.0
368, 73.0
369, 76.0
370, 73.0
371, 78.0
372, 74.0
373, 76.0
374, 78.0
375, 76.0
376, 77.0
377, 72.0
378, 76.0
379, 72.0
380, 77.0
381, 75.0
382, 80.0
383, 74.0
384, 79.0
385, 74.0
386, 75.0
387, 75.0
388, 73.0
389, 77.0
390, 77.0
391, 72.0
392, 76.0
393, 70.0
394, 77.0
395, 77.0
396, 77.0
397, 78.0
398, 76.0
399, 78.0
400, 74.0
401, 72.0
402, 69.0
403, 77.0
404, 80.0
405, 77.0
406, 70.0
407, 77.0
408, 73.0
409, 73.0
410, 81.0
411, 73.0
412, 79.0
413, 73.0
414, 70.0
415, 73.0
416, 78.0
417, 75.0
418, 75.0
419, 77.0
420, 74.0
421, 75.0
422, 80.0
423, 71.0
424, 75.0
425, 73.0
426, 76.0
427, 76.0
428, 71.0
429, 73.0
430, 78.0
431, 67.0
432, 78.0
433, 75.0
434, 76.0
435, 73.0
436, 73.0
437, 78.0
438, 74.0
439, 79.0
440, 76.0
441, 74.0
442, 75.0
443, 77.0
444, 73.0
445, 72.0
446, 75.0
447, 78.0
448, 75.0
449, 75.0
450, 72.0
451, 74.0
452, 78.0
453, 70.0
454, 74.0
455, 72.0
456, 76.0
457, 79.0
458, 79.0
459, 78.0
460, 76.0
461, 73.0
462, 76.0
463, 75.0
464, 75.0
465, 70.0
466, 71.0
467, 69.0
468, 77.0
469, 77.0
470, 74.0
471, 75.0
472, 73.0
473, 75.0
474, 76.0
475, 75.0
476, 77.0
477, 76.0
478, 74.0
479, 74.0
480, 71.0
481, 76.0
482, 78.0
483, 75.0
484, 74.0
485, 76.0
486, 75.0
487, 76.0
488, 72.0
489, 76.0
490, 73.0
491, 75.0
492, 76.0
493, 73.0
494, 73.0
495, 76.0
496, 78.0
497, 75.0
498, 76.0
499, 75.0
500, 74.0
501, 74.0
502, 74.0
503, 77.0
504, 73.0
505, 79.0
506, 76.0
507, 78.0
508, 77.0
509, 71.0
510, 74.0
511, 75.0
512, 78.0
513, 72.0
514, 76.0
515, 74.0
516, 76.0
517, 74.0
518, 70.0
519, 71.0
520, 76.0
521, 76.0
522, 77.0
523, 73.0
524, 75.0
525, 78.0
526, 79.0
527, 74.0
528, 78.0
529, 75.0
530, 79.0
531, 74.0
532, 72.0
533, 75.0
534, 78.0
535, 75.0
536, 73.0
537, 76.0
538, 72.0
539, 71.0
540, 74.0
541, 76.0
542, 77.0
543, 75.0
544, 81.0
545, 74.0
546, 76.0
547, 72.0
548, 74.0
549, 76.0
550, 78.0
551, 72.0
552, 76.0
553, 74.0
554, 77.0
555, 77.0
556, 76.0
557, 77.0
558, 80.0
559, 72.0
560, 78.0
561, 78.0
562, 77.0
563, 79.0
564, 76.0
565, 78.0
566, 72.0
567, 74.0
568, 74.0
569, 74.0
570, 74.0
571, 74.0
572, 74.0
573, 73.0
574, 77.0
575, 76.0
576, 74.0
577, 75.0
578, 77.0
579, 72.0
580, 80.0
581, 75.0
582, 76.0
583, 78.0
584, 74.0
585, 80.0
586, 79.0
587, 73.0
588, 79.0
589, 73.0
590, 71.0
591, 78.0
592, 77.0
593, 78.0
594, 77.0
595, 77.0
596, 79.0
597, 81.0
598, 80.0
599, 78.0
600, 76.0
601, 74.0
602, 70.0
603, 76.0
604, 77.0
605, 72.0
606, 80.0
607, 77.0
608, 73.0
609, 78.0
610, 74.0
611, 76.0
612, 77.0
613, 76.0
614, 70.0
615, 71.0
616, 70.0
617, 80.0
618, 80.0
619, 77.0
620, 75.0
621, 73.0
622, 80.0
623, 75.0
624, 74.0
625, 76.0
626, 75.0
627, 78.0
628, 78.0
629, 75.0
630, 73.0
631, 76.0
632, 78.0
633, 79.0
634, 74.0
635, 76.0
636, 73.0
637, 76.0
638, 74.0
639, 70.0
640, 73.0
641, 75.0
642, 75.0
643, 73.0
644, 72.0
645, 73.0
646, 77.0
647, 82.0
648, 78.0
649, 77.0
650, 76.0
651, 74.0
652, 76.0
653, 75.0
654, 79.0
655, 76.0
656, 74.0
657, 73.0
658, 76.0
659, 72.0
660, 82.0
661, 71.0
662, 76.0
663, 73.0
664, 76.0
665, 76.0
666, 75.0
667, 77.0
668, 76.0
669, 79.0
670, 73.0
671, 74.0
672, 77.0
673, 76.0
674, 77.0
675, 75.0
676, 68.0
677, 76.0
678, 81.0
679, 77.0
680, 76.0
681, 78.0
682, 77.0
683, 77.0
684, 72.0
685, 71.0
686, 79.0
687, 77.0
688, 78.0
689, 77.0
690, 74.0
691, 77.0
692, 74.0
693, 81.0
694, 74.0
695, 72.0
696, 73.0
697, 77.0
698, 72.0
699, 78.0
700, 82.0
701, 73.0
702, 71.0
703, 79.0
704, 77.0
705, 79.0
706, 74.0
707, 79.0
708, 77.0
709, 73.0
710, 77.0
711, 79.0
712, 76.0
713, 74.0
714, 77.0
715, 77.0
716, 80.0
717, 77.0
718, 79.0
719, 74.0
720, 76.0
721, 78.0
722, 75.0
723, 70.0
724, 72.0
725, 74.0
726, 79.0
727, 77.0
728, 78.0
729, 77.0
730, 74.0
731, 76.0
732, 77.0
733, 75.0
734, 76.0
735, 74.0
736, 75.0
737, 78.0
738, 75.0
739, 79.0
740, 78.0
741, 73.0
742, 74.0
743, 74.0
744, 76.0
745, 75.0
746, 73.0
747, 76.0
748, 76.0
749, 76.0
750, 75.0
751, 72.0
752, 76.0
753, 79.0
754, 76.0
755, 77.0
756, 81.0
757, 78.0
758, 72.0
759, 82.0
760, 79.0
761, 82.0
762, 80.0
763, 74.0
764, 76.0
765, 78.0
766, 72.0
767, 75.0
768, 76.0
769, 78.0
770, 73.0
771, 73.0
772, 77.0
773, 75.0
774, 78.0
775, 75.0
776, 77.0
777, 74.0
778, 74.0
779, 75.0
780, 78.0
781, 72.0
782, 74.0
783, 77.0
784, 76.0
785, 78.0
786, 73.0
787, 74.0
788, 74.0
789, 74.0
790, 75.0
791, 74.0
792, 77.0
793, 74.0
794, 74.0
795, 78.0
796, 78.0
797, 80.0
798, 74.0
799, 72.0
800, 78.0
801, 76.0
802, 76.0
803, 74.0
804, 73.0
805, 73.0
806, 79.0
807, 74.0
808, 77.0
809, 76.0
810, 79.0
811, 79.0
812, 79.0
813, 74.0
814, 72.0
815, 79.0
816, 75.0
817, 79.0
818, 74.0
819, 76.0
820, 73.0
821, 82.0
822, 73.0
823, 76.0
824, 77.0
825, 76.0
826, 73.0
827, 75.0
828, 80.0
829, 73.0
830, 72.0
831, 72.0
832, 75.0
833, 75.0
834, 73.0
835, 79.0
836, 74.0
837, 77.0
838, 75.0
839, 74.0
840, 73.0
841, 78.0
842, 77.0
843, 71.0
844, 77.0
845, 75.0
846, 75.0
847, 76.0
848, 75.0
849, 74.0
850, 77.0
851, 73.0
852, 76.0
853, 72.0
854, 76.0
855, 77.0
856, 77.0
857, 76.0
858, 74.0
859, 75.0
860, 75.0
861, 80.0
862, 73.0
863, 72.0
864, 78.0
865, 78.0
866, 73.0
867, 76.0
868, 70.0
869, 73.0
870, 77.0
871, 77.0
872, 79.0
873, 71.0
874, 77.0
875, 74.0
876, 75.0
877, 76.0
878, 76.0
879, 72.0
880, 75.0
881, 74.0
882, 77.0
883, 75.0
884, 76.0
885, 75.0
886, 76.0
887, 77.0
888, 74.0
889, 76.0
890, 81.0
891, 77.0
892, 77.0
893, 77.0
894, 76.0
895, 73.0
896, 77.0
897, 70.0
898, 74.0
899, 78.0
900, 79.0
901, 72.0
902, 73.0
903, 76.0
904, 76.0
905, 75.0
906, 76.0
907, 76.0
908, 74.0
909, 77.0
910, 77.0
911, 78.0
912, 78.0
913, 75.0
914, 74.0
915, 76.0
916, 74.0
917, 81.0
918, 75.0
919, 74.0
920, 74.0
921, 74.0
922, 77.0
923, 75.0
924, 76.0
925, 77.0
926, 74.0
927, 70.0
928, 75.0
929, 76.0
930, 73.0
931, 77.0
932, 73.0
933, 78.0
934, 75.0
935, 78.0
936, 75.0
937, 75.0
938, 79.0
939, 73.0
940, 76.0
941, 73.0
942, 78.0
943, 77.0
944, 80.0
945, 72.0
946, 80.0
947, 79.0
948, 71.0
949, 72.0
950, 78.0
951, 78.0
952, 81.0
953, 71.0
954, 75.0
955, 76.0
956, 81.0
957, 74.0
958, 74.0
959, 76.0
960, 77.0
961, 76.0
962, 76.0
963, 76.0
964, 76.0
965, 83.0
966, 80.0
967, 77.0
968, 82.0
969, 77.0
970, 75.0
971, 74.0
972, 78.0
973, 75.0
974, 80.0
975, 77.0
976, 82.0
977, 78.0
978, 74.0
979, 77.0
980, 75.0
981, 77.0
982, 79.0
983, 76.0
984, 78.0
985, 75.0
986, 77.0
987, 81.0
988, 77.0
989, 76.0
990, 74.0
991, 79.0
992, 78.0
993, 71.0
994, 76.0
995, 72.0
996, 79.0
997, 77.0
998, 74.0
999, 78.0
1000, 79.0
1001, 78.0
1002, 80.0
1003, 73.0
1004, 76.0
1005, 77.0
1006, 76.0
1007, 76.0
1008, 77.0
1009, 78.0
1010, 75.0
1011, 73.0
1012, 76.0
1013, 74.0
1014, 81.0
1015, 77.0
1016, 76.0
1017, 75.0
1018, 73.0
1019, 78.0
1020, 78.0
1021, 74.0
1022, 79.0
1023, 78.0
1024, 77.0
1025, 75.0
1026, 79.0
1027, 79.0
1028, 73.0
1029, 76.0
1030, 76.0
1031, 75.0
1032, 76.0
1033, 71.0
1034, 76.0
1035, 76.0
1036, 78.0
1037, 77.0
1038, 75.0
1039, 77.0
1040, 73.0
1041, 77.0
1042, 74.0
1043, 78.0
1044, 75.0
1045, 77.0
1046, 80.0
1047, 71.0
1048, 77.0
1049, 76.0
1050, 80.0
1051, 76.0
1052, 77.0
1053, 74.0
1054, 75.0
1055, 76.0
1056, 74.0
1057, 78.0
1058, 77.0
1059, 76.0
1060, 74.0
1061, 71.0
1062, 75.0
1063, 79.0
1064, 76.0
1065, 79.0
1066, 77.0
1067, 74.0
1068, 79.0
1069, 79.0
1070, 78.0
1071, 77.0
1072, 72.0
1073, 70.0
1074, 74.0
1075, 71.0
1076, 79.0
1077, 79.0
1078, 75.0
1079, 73.0
1080, 75.0
1081, 76.0
1082, 76.0
1083, 81.0
1084, 72.0
1085, 77.0
1086, 75.0
1087, 78.0
1088, 72.0
1089, 78.0
1090, 76.0
1091, 77.0
1092, 78.0
1093, 80.0
1094, 74.0
1095, 77.0
1096, 75.0
1097, 74.0
1098, 75.0
1099, 73.0
1100, 76.0
1101, 76.0
1102, 81.0
1103, 71.0
1104, 73.0
1105, 76.0
1106, 75.0
1107, 75.0
1108, 76.0
1109, 75.0
1110, 76.0
1111, 72.0
1112, 76.0
1113, 80.0
1114, 73.0
1115, 77.0
1116, 76.0
1117, 79.0
1118, 79.0
1119, 72.0
1120, 76.0
1121, 77.0
1122, 73.0
1123, 75.0
1124, 79.0
1125, 79.0
1126, 73.0
1127, 73.0
1128, 75.0
1129, 72.0
1130, 74.0
1131, 75.0
1132, 77.0
1133, 72.0
1134, 73.0
1135, 72.0
1136, 76.0
1137, 77.0
1138, 73.0
1139, 76.0
1140, 75.0
1141, 77.0
1142, 72.0
1143, 77.0
1144, 76.0
1145, 77.0
1146, 73.0
1147, 73.0
1148, 77.0
1149, 80.0
1150, 77.0
1151, 74.0
1152, 75.0
1153, 75.0
1154, 76.0
1155, 74.0
1156, 79.0
1157, 78.0
1158, 79.0
1159, 79.0
1160, 78.0
1161, 71.0
1162, 76.0
1163, 76.0
1164, 78.0
1165, 78.0
1166, 78.0
1167, 73.0
1168, 74.0
1169, 80.0
1170, 78.0
1171, 71.0
1172, 71.0
1173, 76.0
1174, 77.0
1175, 78.0
1176, 76.0
1177, 76.0
1178, 79.0
1179, 79.0
1180, 77.0
1181, 74.0
1182, 77.0
1183, 70.0
1184, 77.0
1185, 81.0
1186, 76.0
1187, 74.0
1188, 72.0
1189, 72.0
1190, 72.0
1191, 76.0
1192, 69.0
1193, 76.0
1194, 74.0
1195, 76.0
1196, 77.0
1197, 74.0
1198, 80.0
1199, 77.0
1200, 74.0
1201, 76.0
1202, 73.0
1203, 79.0
1204, 75.0
1205, 73.0
1206, 72.0
1207, 78.0
1208, 78.0
1209, 73.0
1210, 75.0
1211, 77.0
1212, 72.0
1213, 75.0
1214, 76.0
1215, 76.0
1216, 72.0
1217, 75.0
1218, 76.0
1219, 76.0
1220, 78.0
1221, 75.0
1222, 75.0
1223, 76.0
1224, 72.0
1225, 75.0
1226, 74.0
1227, 74.0
1228, 75.0
1229, 77.0
1230, 72.0
1231, 76.0
1232, 77.0
1233, 75.0
1234, 76.0
1235, 77.0
1236, 74.0
1237, 76.0
1238, 71.0
1239, 80.0
1240, 77.0
1241, 78.0
1242, 74.0
1243, 78.0
1244, 75.0
1245, 79.0
1246, 72.0
1247, 79.0
1248, 79.0
1249, 76.0
1250, 72.0
1251, 71.0
1252, 78.0
1253, 77.0
1254, 73.0
1255, 77.0
1256, 80.0
1257, 77.0
1258, 75.0
1259, 75.0
1260, 78.0
1261, 74.0
1262, 76.0
1263, 75.0
1264, 73.0
1265, 77.0
1266, 75.0
1267, 73.0
1268, 77.0
1269, 76.0
1270, 74.0
1271, 73.0
1272, 74.0
1273, 74.0
1274, 79.0
1275, 76.0
1276, 75.0
1277, 71.0
1278, 78.0
1279, 70.0
1280, 71.0
1281, 74.0
1282, 74.0
1283, 71.0
1284, 75.0
1285, 74.0
1286, 77.0
1287, 77.0
1288, 71.0
1289, 72.0
1290, 71.0
1291, 77.0
1292, 75.0
1293, 76.0
1294, 72.0
1295, 72.0
1296, 72.0
1297, 78.0
1298, 72.0
1299, 75.0
1300, 72.0
1301, 76.0
1302, 75.0
1303, 78.0
1304, 76.0
1305, 75.0
1306, 75.0
1307, 71.0
1308, 75.0
1309, 75.0
1310, 77.0
1311, 69.0
1312, 80.0
1313, 77.0
1314, 74.0
1315, 78.0
1316, 79.0
1317, 76.0
1318, 75.0
1319, 77.0
1320, 71.0
1321, 76.0
1322, 80.0
1323, 78.0
1324, 80.0
1325, 74.0
1326, 73.0
1327, 71.0
1328, 77.0
1329, 74.0
1330, 76.0
1331, 72.0
1332, 74.0
1333, 75.0
1334, 74.0
1335, 74.0
1336, 75.0
1337, 76.0
1338, 77.0
1339, 76.0
1340, 79.0
1341, 70.0
1342, 71.0
1343, 70.0
1344, 72.0
1345, 77.0
1346, 72.0
1347, 77.0
1348, 75.0
1349, 75.0
1350, 77.0
1351, 74.0
1352, 79.0
1353, 76.0
1354, 77.0
1355, 75.0
1356, 79.0
1357, 77.0
1358, 73.0
1359, 72.0
1360, 77.0
1361, 75.0
1362, 78.0
1363, 78.0
1364, 72.0
1365, 80.0
1366, 75.0
1367, 76.0
1368, 78.0
1369, 74.0
1370, 74.0
1371, 76.0
1372, 81.0
1373, 75.0
1374, 70.0
1375, 72.0
1376, 72.0
1377, 75.0
1378, 75.0
1379, 75.0
1380, 76.0
1381, 74.0
1382, 76.0
1383, 79.0
1384, 77.0
1385, 77.0
1386, 76.0
1387, 73.0
1388, 75.0
1389, 78.0
1390, 76.0
1391, 79.0
1392, 78.0
1393, 76.0
1394, 75.0
1395, 78.0
1396, 75.0
1397, 76.0
1398, 76.0
1399, 77.0
1400, 74.0
1401, 73.0
1402, 74.0
1403, 74.0
1404, 74.0
1405, 74.0
1406, 72.0
1407, 74.0
1408, 70.0
1409, 74.0
1410, 75.0
1411, 71.0
1412, 75.0
1413, 75.0
1414, 74.0
1415, 76.0
1416, 79.0
1417, 72.0
1418, 73.0
1419, 70.0
1420, 75.0
1421, 72.0
1422, 71.0
1423, 78.0
1424, 71.0
1425, 74.0
1426, 73.0
1427, 74.0
1428, 70.0
1429, 77.0
1430, 72.0
1431, 69.0
1432, 73.0
1433, 78.0
1434, 78.0
1435, 74.0
1436, 77.0
1437, 70.0
1438, 72.0
1439, 73.0
1440, 74.0
1441, 73.0
1442, 77.0
1443, 76.0
1444, 78.0
1445, 75.0
1446, 76.0
1447, 75.0
1448, 75.0
1449, 73.0
1450, 71.0
1451, 71.0
1452, 76.0
1453, 76.0
1454, 72.0
1455, 76.0
1456, 74.0
1457, 78.0
1458, 74.0
1459, 74.0
1460, 78.0
1461, 74.0
1462, 76.0
1463, 74.0
1464, 78.0
1465, 77.0
1466, 76.0
1467, 69.0
1468, 78.0
1469, 70.0
1470, 75.0
1471, 75.0
1472, 76.0
1473, 74.0
1474, 73.0
1475, 74.0
1476, 73.0
1477, 78.0
1478, 73.0
1479, 72.0
1480, 76.0
1481, 73.0
1482, 71.0
1483, 73.0
1484, 73.0
1485, 72.0
1486, 75.0
1487, 76.0
1488, 76.0
1489, 76.0
1490, 73.0
1491, 76.0
1492, 75.0
1493, 74.0
1494, 77.0
1495, 71.0
1496, 77.0
1497, 77.0
1498, 73.0
1499, 78.0
1500, 74.0
1501, 72.0
1502, 72.0
1503, 71.0
1504, 73.0
1505, 71.0
1506, 76.0
1507, 75.0
1508, 80.0
1509, 75.0
1510, 81.0
1511, 77.0
1512, 73.0
1513, 74.0
1514, 73.0
1515, 75.0
1516, 72.0
1517, 74.0
1518, 80.0
1519, 72.0
1520, 74.0
1521, 74.0
1522, 75.0
1523, 73.0
1524, 75.0
1525, 76.0
1526, 70.0
1527, 77.0
1528, 77.0
1529, 77.0
1530, 72.0
1531, 69.0
1532, 73.0
1533, 72.0
1534, 75.0
1535, 75.0
1536, 77.0
1537, 72.0
1538, 74.0
1539, 74.0
1540, 78.0
1541, 72.0
1542, 78.0
1543, 76.0
1544, 77.0
1545, 76.0
1546, 81.0
1547, 76.0
1548, 75.0
1549, 78.0
1550, 77.0
1551, 76.0
1552, 71.0
1553, 76.0
1554, 78.0
1555, 77.0
1556, 72.0
1557, 78.0
1558, 77.0
1559, 79.0
1560, 81.0
1561, 75.0
1562, 82.0
1563, 77.0
1564, 75.0
1565, 79.0
1566, 81.0
1567, 81.0
1568, 79.0
1569, 78.0
1570, 81.0
1571, 84.0
1572, 83.0
1573, 82.0
1574, 84.0
1575, 76.0
1576, 78.0
1577, 91.0
1578, 96.0
1579, 87.0
1580, 79.0
1581, 82.0
1582, 93.0
1583,101.0
1584, 87.0
1585, 82.0
1586, 96.0
1587,113.0
1588,134.0
1589,124.0
1590,110.0
1591,147.0
1592,243.0
1593,338.0
1594,322.0
1595,447.0
1596,968.0
1597,1867.0
1598,2554.0
1599,2408.0
1600,1575.0
1601,796.0
1602,429.0
1603,334.0
1604,245.0
1605,153.0
1606,106.0
1607,108.0
1608,119.0
1609, 98.0
1610, 94.0
1611, 94.0
1612, 86.0
1613, 90.0
1614, 96.0
1615, 75.0
1616, 84.0
1617, 82.0
1618, 85.0
1619, 85.0
1620, 85.0
1621, 83.0
1622, 81.0
1623, 82.0
1624, 85.0
1625, 80.0
1626, 82.0
1627, 77.0
1628, 75.0
1629, 80.0
1630, 81.0
1631, 75.0
1632, 78.0
1633, 75.0
1634, 77.0
1635, 77.0
1636, 77.0
1637, 75.0
1638, 86.0
1639, 76.0
1640, 76.0
1641, 75.0
1642, 74.0
1643, 76.0
1644, 75.0
1645, 80.0
1646, 79.0
1647, 75.0
1648, 76.0
1649, 72.0
1650, 77.0
1651, 73.0
1652, 78.0
1653, 77.0
1654, 74.0
1655, 76.0
1656, 72.0
1657, 75.0
1658, 72.0
1659, 78.0
1660, 76.0
1661, 75.0
1662, 81.0
1663, 70.0
1664, 76.0
1665, 75.0
1666, 74.0
1667, 76.0
1668, 75.0
1669, 77.0
1670, 75.0
1671, 75.0
1672, 72.0
1673, 74.0
1674, 76.0
1675, 74.0
1676, 78.0
1677, 76.0
1678, 71.0
1679, 74.0
1680, 75.0
1681, 73.0
1682, 75.0
1683, 79.0
1684, 76.0
1685, 70.0
1686, 74.0
1687, 72.0
1688, 75.0
1689, 74.0
1690, 75.0
1691, 74.0
1692, 74.0
1693, 72.0
1694, 72.0
1695, 77.0
1696, 77.0
1697, 70.0
1698, 74.0
1699, 73.0
1700, 78.0
1701, 76.0
1702, 70.0
1703, 75.0
1704, 71.0
1705, 69.0
1706, 73.0
1707, 73.0
1708, 76.0
1709, 76.0
1710, 72.0
1711, 75.0
1712, 80.0
1713, 77.0
1714, 71.0
1715, 72.0
1716, 78.0
1717, 77.0
1718, 81.0
1719, 78.0
1720, 74.0
1721, 73.0
1722, 75.0
1723, 73.0
1724, 77.0
1725, 73.0
1726, 77.0
1727, 71.0
1728, 76.0
1729, 74.0
1730, 74.0
1731, 78.0
1732, 74.0
1733, 71.0
1734, 74.0
1735, 73.0
1736, 77.0
1737, 72.0
1738, 78.0
1739, 68.0
1740, 75.0
1741, 75.0
1742, 72.0
1743, 76.0
1744, 76.0
1745, 72.0
1746, 74.0
1747, 73.0
1748, 72.0
1749, 74.0
1750, 79.0
1751, 74.0
1752, 72.0
1753, 75.0
1754, 70.0
1755, 75.0
1756, 71.0
1757, 76.0
1758, 77.0
1759, 72.0
1760, 73.0
1761, 70.0
1762, 71.0
1763, 72.0
1764, 74.0
1765, 72.0
1766, 73.0
1767, 71.0
1768, 73.0
1769, 72.0
1770, 73.0
1771, 76.0
1772, 76.0
1773, 73.0
1774, 72.0
1775, 72.0
1776, 74.0
1777, 75.0
1778, 77.0
1779, 72.0
1780, 76.0
1781, 76.0
1782, 74.0
1783, 78.0
1784, 73.0
1785, 70.0
1786, 78.0
1787, 74.0
1788, 73.0
1789, 76.0
1790, 71.0
1791, 77.0
1792, 78.0
1793, 76.0
1794, 73.0
1795, 70.0
1796, 70.0
1797, 78.0
1798, 74.0
1799, 74.0
1800, 72.0
1801, 76.0
1802, 76.0
1803, 72.0
1804, 78.0
1805, 73.0
1806, 77.0
1807, 71.0
1808, 74.0
1809, 77.0
1810, 74.0
1811, 71.0
1812, 76.0
1813, 73.0
1814, 72.0
1815, 74.0
1816, 76.0
1817, 72.0
1818, 72.0
1819, 74.0
1820, 71.0
1821, 77.0
1822, 70.0
1823, 77.0
1824, 71.0
1825, 77.0
1826, 73.0
1827, 70.0
1828, 73.0
1829, 80.0
1830, 80.0
1831, 71.0
1832, 75.0
1833, 78.0
1834, 72.0
1835, 76.0
1836, 72.0
1837, 72.0
1838, 74.0
1839, 76.0
1840, 75.0
1841, 76.0
1842, 76.0
1843, 77.0
1844, 73.0
1845, 74.0
1846, 74.0
1847, 70.0
1848, 71.0
1849, 79.0
1850, 77.0
1851, 74.0
1852, 73.0
1853, 74.0
1854, 73.0
1855, 73.0
1856, 73.0
1857, 72.0
1858, 72.0
1859, 72.0
1860, 73.0
1861, 74.0
1862, 78.0
1863, 73.0
1864, 75.0
1865, 69.0
1866, 75.0
1867, 78.0
1868, 74.0
1869, 72.0
1870, 77.0
1871, 72.0
1872, 76.0
