Single
3648
Scan 0,   
585, 64.0
586, 64.0
587, 66.0
588, 65.0
589, 63.0
590, 66.0
591, 65.0
592, 64.0
593, 68.0
594, 66.0
595, 65.0
596, 63.0
597, 63.0
598, 65.0
599, 63.0
600, 63.0
601, 69.0
602, 63.0
603, 65.0
604, 67.0
605, 61.0
606, 66.0
607, 65.0
608, 66.0
609, 64.0
610, 66.0
611, 68.0
612, 60.0
613, 62.0
614, 67.0
615, 65.0
616, 62.0
617, 62.0
618, 70.0
619, 66.0
620, 66.0
621, 66.0
622, 68.0
623, 63.0
624, 66.0
625, 63.0
626, 65.0
627, 66.0
628, 62.0
629, 63.0
630, 65.0
631, 62.0
632, 64.0
633, 62.0
634, 66.0
635, 70.0
636, 69.0
637, 68.0
638, 65.0
639, 62.0
640, 65.0
641, 66.0
642, 66.0
643, 64.0
644, 64.0
645, 67.0
646, 64.0
647, 64.0
648, 67.0
649, 64.0
650, 62.0
651, 65.0
652, 67.0
653, 67.0
654, 62.0
655, 64.0
656, 68.0
657, 65.0
658, 63.0
659, 65.0
660, 67.0
661, 62.0
662, 63.0
663, 64.0
664, 63.0
665, 63.0
666, 64.0
667, 63.0
668, 60.0
669, 63.0
670, 64.0
671, 65.0
672, 59.0
673, 64.0
674, 65.0
675, 68.0
676, 65.0
677, 62.0
678, 66.0
679, 58.0
680, 63.0
681, 67.0
682, 68.0
683, 67.0
684, 61.0
685, 64.0
686, 65.0
687, 63.0
688, 67.0
689, 68.0
690, 64.0
691, 62.0
692, 64.0
693, 65.0
694, 65.0
695, 66.0
696, 60.0
697, 64.0
698, 67.0
699, 64.0
700, 58.0
701, 63.0
702, 64.0
703, 68.0
704, 66.0
705, 63.0
706, 64.0
707, 62.0
708, 66.0
709, 62.0
710, 64.0
711, 62.0
712, 66.0
713, 62.0
714, 64.0
715, 62.0
716, 64.0
717, 64.0
718, 60.0
719, 59.0
720, 70.0
721, 63.0
722, 61.0
723, 62.0
724, 61.0
725, 63.0
726, 65.0
727, 65.0
728, 65.0
729, 65.0
730, 64.0
731, 65.0
732, 66.0
733, 64.0
734, 61.0
735, 63.0
736, 64.0
737, 66.0
738, 65.0
739, 62.0
740, 66.0
741, 63.0
742, 65.0
743, 63.0
744, 61.0
745, 63.0
746, 62.0
747, 62.0
748, 60.0
749, 66.0
750, 64.0
751, 62.0
752, 59.0
753, 68.0
754, 65.0
755, 63.0
756, 61.0
757, 63.0
758, 67.0
759, 66.0
760, 63.0
761, 65.0
762, 65.0
763, 65.0
764, 65.0
765, 63.0
766, 63.0
767, 63.0
768, 67.0
769, 63.0
770, 65.0
771, 64.0
772, 64.0
773, 61.0
774, 68.0
775, 62.0
776, 64.0
777, 63.0
778, 66.0
779, 62.0
780, 65.0
781, 63.0
782, 63.0
783, 65.0
784, 66.0
785, 64.0
786, 69.0
787, 67.0
788, 66.0
789, 66.0
790, 58.0
791, 62.0
792, 68.0
793, 65.0
794, 69.0
795, 64.0
796, 65.0
797, 68.0
798, 64.0
799, 68.0
800, 66.0
801, 64.0
802, 62.0
803, 65.0
804, 65.0
805, 65.0
806, 60.0
807, 66.0
808, 65.0
809, 64.0
810, 66.0
811, 65.0
812, 66.0
813, 69.0
814, 66.0
815, 65.0
816, 64.0
817, 66.0
818, 60.0
819, 62.0
820, 62.0
821, 63.0
822, 68.0
823, 68.0
824, 66.0
825, 64.0
826, 62.0
827, 65.0
828, 65.0
829, 67.0
830, 62.0
831, 66.0
832, 65.0
833, 65.0
834, 64.0
835, 64.0
836, 67.0
837, 64.0
838, 66.0
839, 65.0
840, 62.0
841, 65.0
842, 64.0
843, 66.0
844, 64.0
845, 66.0
846, 62.0
847, 70.0
848, 64.0
849, 64.0
850, 66.0
851, 64.0
852, 62.0
853, 64.0
854, 61.0
855, 65.0
856, 65.0
857, 63.0
858, 68.0
859, 60.0
860, 66.0
861, 66.0
862, 65.0
863, 66.0
864, 62.0
865, 62.0
866, 68.0
867, 65.0
868, 67.0
869, 68.0
870, 62.0
871, 60.0
872, 64.0
873, 63.0
874, 68.0
875, 61.0
876, 64.0
877, 64.0
878, 64.0
879, 66.0
880, 68.0
881, 59.0
882, 60.0
883, 65.0
884, 63.0
885, 64.0
886, 64.0
887, 63.0
888, 68.0
889, 68.0
890, 66.0
891, 64.0
892, 60.0
893, 63.0
894, 65.0
895, 64.0
896, 65.0
897, 66.0
898, 64.0
899, 65.0
900, 64.0
901, 66.0
902, 64.0
903, 66.0
904, 61.0
905, 61.0
906, 64.0
907, 64.0
908, 62.0
909, 67.0
910, 65.0
911, 69.0
912, 62.0
913, 64.0
914, 69.0
915, 66.0
916, 62.0
917, 71.0
918, 64.0
919, 67.0
920, 59.0
921, 60.0
922, 66.0
923, 66.0
924, 66.0
925, 65.0
926, 66.0
927, 64.0
928, 65.0
929, 64.0
930, 62.0
931, 66.0
932, 68.0
933, 65.0
934, 64.0
935, 64.0
936, 64.0
937, 65.0
938, 63.0
939, 65.0
940, 60.0
941, 68.0
942, 64.0
943, 64.0
944, 65.0
945, 65.0
946, 69.0
947, 63.0
948, 65.0
949, 64.0
950, 63.0
951, 67.0
952, 65.0
953, 63.0
954, 64.0
955, 65.0
956, 64.0
957, 66.0
958, 65.0
959, 68.0
960, 69.0
961, 67.0
962, 66.0
963, 62.0
964, 64.0
965, 68.0
966, 63.0
967, 64.0
968, 70.0
969, 65.0
970, 68.0
971, 63.0
972, 65.0
973, 62.0
974, 64.0
975, 64.0
976, 67.0
977, 66.0
978, 66.0
979, 63.0
980, 61.0
981, 66.0
982, 69.0
983, 66.0
984, 65.0
985, 68.0
986, 71.0
987, 64.0
988, 67.0
989, 67.0
990, 64.0
991, 65.0
992, 62.0
993, 64.0
994, 62.0
995, 63.0
996, 63.0
997, 69.0
998, 65.0
999, 64.0
1000, 66.0
1001, 63.0
1002, 63.0
1003, 64.0
1004, 63.0
1005, 70.0
1006, 65.0
1007, 67.0
1008, 64.0
1009, 65.0
1010, 63.0
1011, 65.0
1012, 60.0
1013, 67.0
1014, 61.0
1015, 64.0
1016, 67.0
1017, 67.0
1018, 63.0
1019, 63.0
1020, 62.0
1021, 64.0
1022, 64.0
1023, 60.0
1024, 66.0
1025, 65.0
1026, 64.0
1027, 67.0
1028, 70.0
1029, 64.0
1030, 69.0
1031, 68.0
1032, 64.0
1033, 66.0
1034, 66.0
1035, 64.0
1036, 65.0
1037, 69.0
1038, 65.0
1039, 63.0
1040, 62.0
1041, 68.0
1042, 63.0
1043, 63.0
1044, 63.0
1045, 63.0
1046, 66.0
1047, 63.0
1048, 65.0
1049, 67.0
1050, 61.0
1051, 67.0
1052, 64.0
1053, 67.0
1054, 64.0
1055, 64.0
1056, 64.0
1057, 63.0
1058, 65.0
1059, 62.0
1060, 70.0
1061, 64.0
1062, 62.0
1063, 64.0
1064, 65.0
1065, 65.0
1066, 61.0
1067, 65.0
1068, 63.0
1069, 66.0
1070, 66.0
1071, 69.0
1072, 70.0
1073, 68.0
1074, 66.0
1075, 67.0
1076, 62.0
1077, 64.0
1078, 62.0
1079, 61.0
1080, 69.0
1081, 63.0
1082, 64.0
1083, 64.0
1084, 65.0
1085, 66.0
1086, 63.0
1087, 70.0
1088, 63.0
1089, 69.0
1090, 66.0
1091, 63.0
1092, 65.0
1093, 63.0
1094, 68.0
1095, 66.0
1096, 64.0
1097, 67.0
1098, 69.0
1099, 69.0
1100, 66.0
1101, 66.0
1102, 66.0
1103, 71.0
1104, 69.0
1105, 66.0
1106, 66.0
1107, 66.0
1108, 67.0
1109, 61.0
1110, 64.0
1111, 66.0
1112, 68.0
1113, 69.0
1114, 65.0
1115, 67.0
1116, 69.0
1117, 67.0
1118, 69.0
1119, 65.0
1120, 65.0
1121, 73.0
1122, 63.0
1123, 63.0
1124, 66.0
1125, 70.0
1126, 64.0
1127, 66.0
1128, 69.0
1129, 64.0
1130, 63.0
1131, 64.0
1132, 66.0
1133, 66.0
1134, 66.0
1135, 67.0
1136, 66.0
1137, 65.0
1138, 64.0
1139, 68.0
1140, 62.0
1141, 64.0
1142, 64.0
1143, 64.0
1144, 68.0
1145, 61.0
1146, 63.0
1147, 69.0
1148, 61.0
1149, 64.0
1150, 66.0
1151, 65.0
1152, 66.0
1153, 67.0
1154, 65.0
1155, 62.0
1156, 66.0
1157, 67.0
1158, 66.0
1159, 63.0
1160, 66.0
1161, 67.0
1162, 68.0
1163, 64.0
1164, 69.0
1165, 66.0
1166, 67.0
1167, 66.0
1168, 65.0
1169, 66.0
1170, 67.0
1171, 65.0
1172, 65.0
1173, 64.0
1174, 66.0
1175, 61.0
1176, 67.0
1177, 65.0
1178, 63.0
1179, 67.0
1180, 67.0
1181, 70.0
1182, 64.0
1183, 62.0
1184, 65.0
1185, 62.0
1186, 67.0
1187, 67.0
1188, 64.0
1189, 71.0
1190, 66.0
1191, 64.0
1192, 65.0
1193, 69.0
1194, 67.0
1195, 66.0
1196, 63.0
1197, 68.0
1198, 65.0
1199, 63.0
1200, 66.0
1201, 66.0
1202, 64.0
1203, 65.0
1204, 68.0
1205, 65.0
1206, 65.0
1207, 63.0
1208, 69.0
1209, 64.0
1210, 62.0
1211, 66.0
1212, 66.0
1213, 67.0
1214, 66.0
1215, 64.0
1216, 66.0
1217, 63.0
1218, 68.0
1219, 67.0
1220, 68.0
1221, 63.0
1222, 73.0
1223, 65.0
1224, 68.0
1225, 68.0
1226, 66.0
1227, 66.0
1228, 66.0
1229, 64.0
1230, 60.0
1231, 68.0
1232, 64.0
1233, 64.0
1234, 63.0
1235, 66.0
1236, 65.0
1237, 65.0
1238, 70.0
1239, 67.0
1240, 67.0
1241, 63.0
1242, 65.0
1243, 67.0
1244, 70.0
1245, 65.0
1246, 68.0
1247, 68.0
1248, 64.0
1249, 63.0
1250, 70.0
1251, 65.0
1252, 66.0
1253, 65.0
1254, 61.0
1255, 68.0
1256, 69.0
1257, 62.0
1258, 64.0
1259, 66.0
1260, 64.0
1261, 64.0
1262, 68.0
1263, 69.0
1264, 68.0
1265, 68.0
1266, 64.0
1267, 68.0
1268, 64.0
1269, 66.0
1270, 67.0
1271, 69.0
1272, 63.0
1273, 69.0
1274, 68.0
1275, 67.0
1276, 65.0
1277, 67.0
1278, 64.0
1279, 66.0
1280, 65.0
1281, 74.0
1282, 65.0
1283, 66.0
1284, 65.0
1285, 66.0
1286, 69.0
1287, 67.0
1288, 65.0
1289, 69.0
1290, 67.0
1291, 66.0
1292, 68.0
1293, 65.0
1294, 66.0
1295, 63.0
1296, 67.0
1297, 62.0
1298, 70.0
1299, 66.0
1300, 69.0
1301, 64.0
1302, 65.0
1303, 68.0
1304, 66.0
1305, 65.0
1306, 69.0
1307, 67.0
1308, 66.0
1309, 71.0
1310, 67.0
1311, 67.0
1312, 65.0
1313, 72.0
1314, 66.0
1315, 69.0
1316, 66.0
1317, 64.0
1318, 64.0
1319, 67.0
1320, 69.0
1321, 62.0
1322, 68.0
1323, 66.0
1324, 72.0
1325, 66.0
1326, 62.0
1327, 70.0
1328, 74.0
1329, 66.0
1330, 66.0
1331, 70.0
1332, 68.0
1333, 67.0
1334, 69.0
1335, 64.0
1336, 67.0
1337, 70.0
1338, 66.0
1339, 65.0
1340, 65.0
1341, 67.0
1342, 69.0
1343, 66.0
1344, 69.0
1345, 67.0
1346, 68.0
1347, 68.0
1348, 71.0
1349, 66.0
1350, 70.0
1351, 72.0
1352, 69.0
1353, 69.0
1354, 71.0
1355, 64.0
1356, 68.0
1357, 72.0
1358, 70.0
1359, 69.0
1360, 71.0
1361, 69.0
1362, 71.0
1363, 68.0
1364, 70.0
1365, 70.0
1366, 72.0
1367, 67.0
1368, 68.0
1369, 65.0
1370, 68.0
1371, 69.0
1372, 64.0
1373, 68.0
1374, 70.0
1375, 68.0
1376, 66.0
1377, 63.0
1378, 68.0
1379, 63.0
1380, 68.0
1381, 70.0
1382, 73.0
1383, 71.0
1384, 69.0
1385, 68.0
1386, 67.0
1387, 65.0
1388, 67.0
1389, 68.0
1390, 68.0
1391, 66.0
1392, 67.0
1393, 65.0
1394, 64.0
1395, 63.0
1396, 70.0
1397, 69.0
1398, 69.0
1399, 68.0
1400, 69.0
1401, 65.0
1402, 69.0
1403, 70.0
1404, 67.0
1405, 68.0
1406, 68.0
1407, 65.0
1408, 70.0
1409, 68.0
1410, 68.0
1411, 68.0
1412, 70.0
1413, 67.0
1414, 70.0
1415, 67.0
1416, 65.0
1417, 68.0
1418, 63.0
1419, 69.0
1420, 70.0
1421, 65.0
1422, 69.0
1423, 69.0
1424, 67.0
1425, 70.0
1426, 73.0
1427, 66.0
1428, 71.0
1429, 67.0
1430, 70.0
1431, 67.0
1432, 69.0
1433, 67.0
1434, 70.0
1435, 69.0
1436, 69.0
1437, 68.0
1438, 68.0
1439, 70.0
1440, 68.0
1441, 65.0
1442, 72.0
1443, 70.0
1444, 72.0
1445, 68.0
1446, 70.0
1447, 71.0
1448, 72.0
1449, 69.0
1450, 68.0
1451, 67.0
1452, 69.0
1453, 70.0
1454, 71.0
1455, 68.0
1456, 72.0
1457, 70.0
1458, 69.0
1459, 70.0
1460, 65.0
1461, 66.0
1462, 68.0
1463, 69.0
1464, 67.0
1465, 67.0
1466, 68.0
1467, 62.0
1468, 74.0
1469, 75.0
1470, 71.0
1471, 69.0
1472, 70.0
1473, 69.0
1474, 69.0
1475, 72.0
1476, 73.0
1477, 68.0
1478, 70.0
1479, 72.0
1480, 69.0
1481, 66.0
1482, 70.0
1483, 68.0
1484, 70.0
1485, 69.0
1486, 70.0
1487, 73.0
1488, 70.0
1489, 73.0
1490, 67.0
1491, 68.0
1492, 71.0
1493, 68.0
1494, 73.0
1495, 66.0
1496, 71.0
1497, 71.0
1498, 66.0
1499, 72.0
1500, 70.0
1501, 68.0
1502, 70.0
1503, 68.0
1504, 70.0
1505, 69.0
1506, 67.0
1507, 76.0
1508, 68.0
1509, 69.0
1510, 69.0
1511, 70.0
1512, 70.0
1513, 68.0
1514, 70.0
1515, 71.0
1516, 69.0
1517, 72.0
1518, 68.0
1519, 68.0
1520, 75.0
1521, 71.0
1522, 68.0
1523, 72.0
1524, 70.0
1525, 67.0
1526, 70.0
1527, 72.0
1528, 68.0
1529, 69.0
1530, 72.0
1531, 66.0
1532, 72.0
1533, 71.0
1534, 72.0
1535, 68.0
1536, 73.0
1537, 72.0
1538, 66.0
1539, 71.0
1540, 70.0
1541, 71.0
1542, 69.0
1543, 68.0
1544, 71.0
1545, 74.0
1546, 71.0
1547, 75.0
1548, 75.0
1549, 73.0
1550, 69.0
1551, 69.0
1552, 68.0
1553, 72.0
1554, 80.0
1555, 71.0
1556, 70.0
1557, 73.0
1558, 74.0
1559, 67.0
1560, 77.0
1561, 64.0
1562, 73.0
1563, 75.0
1564, 74.0
1565, 71.0
1566, 70.0
1567, 69.0
1568, 71.0
1569, 73.0
1570, 77.0
1571, 74.0
1572, 76.0
1573, 72.0
1574, 73.0
1575, 75.0
1576, 71.0
1577, 70.0
1578, 75.0
1579, 75.0
1580, 75.0
1581, 75.0
1582, 76.0
1583, 77.0
1584, 73.0
1585, 74.0
1586, 71.0
1587, 80.0
1588, 72.0
1589, 75.0
1590, 73.0
1591, 71.0
1592, 79.0
1593, 77.0
1594, 75.0
1595, 79.0
1596, 78.0
1597, 74.0
1598, 74.0
1599, 72.0
1600, 75.0
1601, 73.0
1602, 68.0
1603, 75.0
1604, 74.0
1605, 74.0
1606, 78.0
1607, 79.0
1608, 76.0
1609, 73.0
1610, 76.0
1611, 76.0
1612, 76.0
1613, 71.0
1614, 78.0
1615, 79.0
1616, 76.0
1617, 78.0
1618, 73.0
1619, 73.0
1620, 76.0
1621, 78.0
1622, 74.0
1623, 81.0
1624, 78.0
1625, 76.0
1626, 74.0
1627, 75.0
1628, 73.0
1629, 82.0
1630, 79.0
1631, 83.0
1632, 82.0
1633, 75.0
1634, 79.0
1635, 78.0
1636, 76.0
1637, 79.0
1638, 79.0
1639, 80.0
1640, 80.0
1641, 83.0
1642, 80.0
1643, 77.0
1644, 79.0
1645, 80.0
1646, 80.0
1647, 82.0
1648, 74.0
1649, 83.0
1650, 82.0
1651, 78.0
1652, 84.0
1653, 83.0
1654, 79.0
1655, 83.0
1656, 84.0
1657, 81.0
1658, 84.0
1659, 78.0
1660, 85.0
1661, 80.0
1662, 80.0
1663, 86.0
1664, 80.0
1665, 83.0
1666, 81.0
1667, 79.0
1668, 80.0
1669, 85.0
1670, 83.0
1671, 85.0
1672, 84.0
1673, 87.0
1674, 88.0
1675, 82.0
1676, 84.0
1677, 84.0
1678, 85.0
1679, 92.0
1680, 85.0
1681, 86.0
1682, 86.0
1683, 88.0
1684, 88.0
1685, 88.0
1686, 86.0
1687, 87.0
1688, 91.0
1689, 86.0
1690, 90.0
1691, 87.0
1692, 84.0
1693, 91.0
1694, 88.0
1695, 90.0
1696, 85.0
1697, 92.0
1698, 90.0
1699, 92.0
1700, 89.0
1701, 84.0
1702, 93.0
1703, 97.0
1704, 95.0
1705, 94.0
1706, 91.0
1707, 92.0
1708, 90.0
1709, 92.0
1710, 98.0
1711, 94.0
1712, 95.0
1713, 97.0
1714, 94.0
1715, 94.0
1716, 93.0
1717, 94.0
1718, 91.0
1719, 92.0
1720, 94.0
1721, 94.0
1722, 97.0
1723, 99.0
1724, 95.0
1725, 97.0
1726, 97.0
1727, 98.0
1728, 99.0
1729,103.0
1730, 98.0
1731, 98.0
1732,100.0
1733,101.0
1734, 98.0
1735,107.0
1736,106.0
1737, 99.0
1738,107.0
1739,105.0
1740,104.0
1741,111.0
1742,108.0
1743,105.0
1744,106.0
1745,107.0
1746,104.0
1747,111.0
1748,108.0
1749,106.0
1750,113.0
1751,114.0
1752,114.0
1753,115.0
1754,116.0
1755,109.0
1756,110.0
1757,107.0
1758,112.0
1759,110.0
1760,102.0
1761,106.0
1762,101.0
1763,100.0
1764,107.0
1765,109.0
1766,115.0
1767,112.0
1768,113.0
1769,113.0
1770,119.0
1771,122.0
1772,128.0
1773,128.0
1774,127.0
1775,125.0
1776,133.0
1777,129.0
1778,130.0
1779,128.0
1780,133.0
1781,143.0
1782,137.0
1783,140.0
1784,135.0
1785,141.0
1786,140.0
1787,144.0
1788,143.0
1789,140.0
1790,146.0
1791,150.0
1792,147.0
1793,146.0
1794,151.0
1795,152.0
1796,149.0
1797,155.0
1798,152.0
1799,150.0
1800,158.0
1801,155.0
1802,160.0
1803,157.0
1804,151.0
1805,162.0
1806,160.0
1807,167.0
1808,166.0
1809,167.0
1810,166.0
1811,172.0
1812,173.0
1813,172.0
1814,174.0
1815,177.0
1816,177.0
1817,182.0
1818,180.0
1819,182.0
1820,184.0
1821,187.0
1822,192.0
1823,190.0
1824,196.0
1825,198.0
1826,193.0
1827,199.0
1828,197.0
1829,208.0
1830,199.0
1831,201.0
1832,199.0
1833,201.0
1834,220.0
1835,221.0
1836,213.0
1837,219.0
1838,222.0
1839,223.0
1840,224.0
1841,225.0
1842,233.0
1843,226.0
1844,230.0
1845,225.0
1846,224.0
1847,231.0
1848,233.0
1849,238.0
1850,239.0
1851,247.0
1852,257.0
1853,259.0
1854,265.0
1855,257.0
1856,271.0
1857,272.0
1858,271.0
1859,273.0
1860,274.0
1861,293.0
1862,285.0
1863,297.0
1864,295.0
1865,297.0
1866,313.0
1867,306.0
1868,323.0
1869,321.0
1870,315.0
1871,336.0
1872,338.0
1873,344.0
1874,351.0
1875,352.0
1876,365.0
1877,374.0
1878,408.0
1879,439.0
1880,472.0
1881,529.0
1882,640.0
1883,792.0
1884,974.0
1885,1098.0
1886,1105.0
1887,963.0
1888,773.0
1889,585.0
